contig_name,length,prop_gc,gc_skew,at_skew,cpg_count,cpg_ratio,orf_length,linguistic_complexity_6,has_crb,reference_coverage,hits
TR13-c0_g1_i3,314,0.363057,-0.035088,-0.01,19,1.838521,69,0.070557,false,NA,NA
TR13-c0_g1_i4,556,0.350719,0.025641,0.080332,33,1.931368,105,0.115234,true,0.951952,F55C12.7.3
TR14-c0_g1_i1,445,0.361798,-0.118012,0.161972,31,2.158842,92,0.095947,false,NA,NA
TR14-c0_g2_i1,686,0.397959,0.098901,0.026634,45,1.673171,220,0.139893,true,0.725877,F52C6.11
TR14-c0_g3_i1,478,0.361925,-0.017341,0.186885,28,1.789305,77,0.101563,false,NA,NA
TR15-c0_g1_i1,361,0.33795,-0.147541,-0.146444,18,1.785165,73,0.078125,true,0.366501,F10G2.1
TR15-c0_g2_i1,361,0.33795,-0.180328,-0.121339,17,1.704722,73,0.077881,false,NA,NA
TR15-c0_g3_i1,430,0.416279,0.050279,0.051793,37,1.991239,136,0.094482,true,0.679934,F10G2.1
TR16-c0_g1_i1,327,0.324159,0.0,-0.031674,19,2.211819,82,0.07251,true,0.159008,T04A8.18
TR16-c0_g2_i1,326,0.383436,0.104,0.144279,26,2.193582,108,0.07373,false,NA,NA
TR16-c0_g3_i1,270,0.396296,0.084112,0.165644,16,1.520056,75,0.061035,false,NA,NA
TR16-c1_g1_i1,315,0.374603,-0.271186,-0.126904,20,1.953488,105,0.068848,false,NA,NA
TR17-c0_g1_i1,288,0.479167,0.202899,0.133333,43,2.712815,95,0.065918,false,NA,NA
TR18-c0_g1_i1,582,0.359107,0.014354,0.008043,41,2.185565,89,0.125977,true,0.300358,B0496.8
TR18-c0_g2_i1,582,0.357388,0.028846,0.02139,40,2.154159,152,0.126953,true,0.328315,B0496.8
TR19-c0_g1_i1,327,0.406728,0.097744,-0.340206,22,1.642466,108,0.068848,false,NA,NA
TR19-c0_g2_i1,370,0.408108,0.072848,-0.305936,26,1.696649,123,0.078613,false,NA,NA
TR19-c0_g3_i1,305,0.42623,-0.246154,0.085714,25,1.921139,101,0.069336,false,NA,NA
TR20-c0_g1_i1,373,0.367292,0.080292,0.025424,24,1.920206,72,0.08252,false,NA,NA
TR20-c0_g2_i1,372,0.36828,0.036496,0.012766,24,1.90525,72,0.082275,true,0.222222,C07E3.6
TR21-c0_g1_i1,353,0.447592,0.21519,0.046154,28,1.660618,71,0.07666,true,0.335266,D2063.3a
TR22-c0_g1_i1,507,0.445759,-0.070796,0.096085,30,1.197166,168,0.114746,true,0.304452,F13H6.3
TR22-c0_g2_i1,252,0.436508,-0.054545,-0.084507,17,1.420424,83,0.05835,false,NA,NA
TR23-c0_g1_i1,921,0.421281,-0.025773,-0.080675,84,2.056951,232,0.178467,true,0.731049,F56B3.8a
TR23-c0_g2_i1,723,0.417704,-0.072848,-0.073634,66,2.103968,159,0.149414,true,0.491173,F56B3.8a
TR24-c0_g1_i1,264,0.454545,-0.2,-0.166667,37,2.826389,87,0.059082,true,0.211755,Y34D9A.7a
TR24-c0_g2_i1,263,0.441065,-0.086207,-0.102041,33,2.599281,55,0.058594,true,0.139291,Y34D9A.7a
TR25-c0_g1_i1,505,0.467327,0.076271,0.026022,57,2.07939,168,0.113037,false,NA,NA
TR25-c0_g2_i1,322,0.453416,0.041096,0.045455,31,1.876316,107,0.071533,false,NA,NA
TR25-c0_g3_i1,366,0.456284,0.017964,0.005025,37,1.942898,26,0.081055,false,NA,NA
TR26-c0_g1_i1,522,0.429119,-0.0625,-0.060403,53,2.214166,129,0.115967,true,0.9729,D2030.4
TR26-c0_g2_i1,522,0.429119,-0.080357,-0.080537,52,2.177967,123,0.115967,true,1.00542,D2030.4
TR27-c0_g1_i1,340,0.432353,-0.088435,-0.150259,34,2.156716,98,0.077148,false,NA,NA
TR27-c0_g2_i1,721,0.439667,-0.015773,-0.019802,64,1.837235,239,0.157471,false,NA,NA
TR27-c0_g2_i2,703,0.439545,-0.035599,-0.060914,62,1.828272,233,0.15332,true,0.205795,Y76A2A.2b
TR28-c0_g1_i1,252,0.404762,0.196078,0.026667,16,1.612155,83,0.057129,false,NA,NA
TR29-c0_g1_i1,1199,0.408674,0.118367,0.100141,118,2.390545,362,0.225586,true,0.950427,Y49A3A.3
TR30-c0_g1_i1,955,0.471204,-0.017778,0.049505,129,2.434251,318,0.193604,true,0.808799,Y18H1A.6b
TR30-c0_g2_i1,237,0.468354,0.081081,0.015873,40,3.098039,79,0.05127,true,0.470833,Y18H1A.6d
TR30-c0_g3_i1,236,0.466102,-0.072727,0.111111,41,3.215686,78,0.05127,true,0.795833,Y18H1A.6d
TR31-c0_g1_i1,635,0.448819,-0.14386,-0.034286,57,1.820125,171,0.141357,false,NA,NA
TR31-c0_g2_i1,636,0.448113,-0.14386,-0.037037,57,1.822991,204,0.141357,true,0.666667,R107.2
TR32-c0_g1_i1,2175,0.416552,-0.064018,-0.060678,186,1.979517,724,0.349609,true,0.391835,F26F12.7
TR32-c0_g2_i1,2176,0.41636,-0.083885,-0.083465,185,1.975609,725,0.347412,true,0.396756,F26F12.7
TR33-c0_g1_i1,659,0.471927,0.26045,-0.264368,63,1.841925,219,0.122314,true,0.240113,F29C12.1b
TR34-c0_g1_i1,325,0.341538,-0.045045,0.065421,16,1.691607,62,0.069336,false,NA,NA
TR34-c0_g2_i1,325,0.335385,-0.229358,-0.018519,13,1.501421,62,0.069824,false,NA,NA
TR34-c0_g3_i1,235,0.46383,0.119266,0.222222,23,1.84597,78,0.054443,true,0.129813,F49E10.5b
TR35-c0_g1_i1,342,0.388889,0.12782,0.129187,19,1.493793,77,0.076416,false,NA,NA
TR35-c0_g1_i2,343,0.387755,0.18797,0.104762,20,1.608064,114,0.077881,false,NA,NA
TR35-c0_g2_i1,485,0.404124,0.061224,0.093426,34,1.723453,104,0.108154,true,0.20929,C10C6.5.2
TR36-c0_g1_i1,253,0.41502,-0.028571,-0.013514,18,1.653595,84,0.05957,false,NA,NA
TR36-c0_g1_i2,253,0.41502,-0.028571,-0.081081,18,1.653595,84,0.05957,true,0.260513,C02C2.5
TR37-c0_g1_i1,337,0.468843,0.075949,0.083799,43,2.335375,80,0.076904,false,NA,NA
TR37-c0_g2_i1,343,0.469388,0.006211,0.087912,41,2.170216,82,0.075928,false,NA,NA
TR37-c0_g3_i1,337,0.474777,0.175,0.163842,42,2.281431,112,0.074951,true,0.489855,ZK896.9b
TR38-c0_g1_i1,356,0.286517,0.196078,-0.031496,17,2.419832,83,0.074463,false,NA,NA
TR38-c0_g2_i1,479,0.317328,0.078947,-0.009174,30,2.503484,142,0.099365,true,0.89899,ZC239.17
TR39-c0_g1_i1,234,0.388889,0.032967,0.034965,10,1.131528,40,0.049805,false,NA,NA
TR39-c0_g2_i1,233,0.386266,0.044444,-0.048951,10,1.152895,47,0.048584,false,NA,NA
TR39-c0_g3_i1,504,0.373016,-0.12766,-0.056962,20,1.159687,51,0.103516,false,NA,NA
TR40-c0_g1_i1,426,0.467136,0.095477,-0.101322,45,1.954128,141,0.095703,false,NA,NA
TR41-c0_g1_i1,335,0.38806,-0.092308,-0.043902,32,2.559083,43,0.075684,true,0.266667,Y111B2A.20a.2
TR41-c0_g2_i1,335,0.38806,-0.076923,-0.082927,32,2.552381,98,0.074463,true,0.27549,Y111B2A.20a.2
TR42-c0_g1_i1,673,0.401189,0.125926,0.032258,52,1.95116,152,0.144043,true,1.004386,F44E2.6a
TR43-c0_g1_i1,361,0.454294,0.02439,-0.319797,34,1.826488,98,0.081055,true,0.486043,T05F1.4.2
TR43-c0_g2_i1,361,0.459834,-0.012048,-0.34359,36,1.88676,95,0.081543,false,NA,NA
TR43-c0_g3_i1,239,0.426778,-0.019608,-0.182482,19,1.746538,42,0.054443,false,NA,NA
TR44-c0_g1_i1,229,0.554585,0.181102,-0.058824,32,1.878974,76,0.053223,false,NA,NA
TR45-c0_g1_i1,362,0.400552,-0.144828,-0.096774,18,1.266226,120,0.07959,true,0.274128,F46B6.8
TR45-c0_g2_i1,362,0.403315,-0.178082,-0.12037,18,1.262791,120,0.079834,true,0.293593,F46B6.8
TR45-c0_g3_i1,806,0.406948,0.109756,0.046025,52,1.577299,268,0.174316,true,0.631792,F46B6.8
TR46-c0_g1_i1,368,0.407609,0.226667,-0.100917,22,1.517241,122,0.083008,true,0.255024,C50E3.5
TR46-c0_g2_i1,623,0.420546,-0.129771,0.052632,59,2.17858,207,0.128174,true,0.400554,C50E3.5
TR46-c0_g3_i1,367,0.405995,0.208054,-0.045872,22,1.520527,121,0.083008,true,0.238392,C50E3.5
TR47-c0_g1_i1,809,0.411619,-0.039039,0.176471,57,1.665932,181,0.16333,false,NA,NA
TR47-c0_g1_i2,809,0.414091,-0.062687,0.194093,56,1.621126,269,0.164795,true,0.814703,ZK177.1
TR47-c0_g2_i1,230,0.373913,0.139535,-0.027778,8,1.014892,55,0.053223,false,NA,NA
TR47-c0_g3_i1,230,0.386957,0.235955,-0.248227,8,0.983957,76,0.049561,false,NA,NA
TR48-c0_g1_i1,435,0.404598,-0.238636,-0.281853,39,2.323018,144,0.089111,false,NA,NA
TR49-c0_g1_i1,1066,0.403377,0.12093,0.075472,88,2.059496,294,0.211182,true,1.002506,ZK632.12
TR50-c0_g1_i1,634,0.42429,-0.003717,-0.172603,44,1.542067,210,0.130371,false,NA,NA
TR50-c0_g2_i1,810,0.479012,0.051546,0.184834,89,1.920556,269,0.167725,true,0.195694,F33H1.4
TR50-c0_g3_i1,634,0.433754,-0.003636,-0.125348,46,1.542579,210,0.132324,false,NA,NA
TR51-c0_g1_i1,236,0.411017,-0.092784,0.064748,18,1.821612,50,0.054443,true,0.329004,T01B10.2
TR51-c1_g1_i1,235,0.331915,0.179487,-0.184713,11,1.756114,50,0.051758,false,NA,NA
TR52-c0_g1_i1,502,0.400398,0.164179,0.109635,23,1.174807,166,0.106934,false,NA,NA
TR52-c0_g2_i1,641,0.338534,-0.013825,0.051887,30,1.633815,102,0.124023,false,NA,NA
TR52-c0_g3_i1,642,0.339564,-0.018349,0.080189,31,1.675676,102,0.123047,false,NA,NA
TR53-c0_g1_i1,922,0.449024,0.091787,-0.007874,102,2.213425,276,0.183838,false,NA,NA
TR53-c0_g1_i2,923,0.458288,0.073286,-0.036,106,2.199002,276,0.186279,false,NA,NA
TR53-c0_g2_i1,822,0.452555,0.123656,-0.008889,92,2.219861,214,0.164063,false,NA,NA
TR54-c0_g1_i1,549,0.422587,-0.094828,-0.223975,43,1.770304,182,0.114014,false,NA,NA
TR54-c0_g2_i1,549,0.420765,-0.073593,-0.245283,43,1.779243,182,0.11377,true,0.282422,T28F3.1b
TR54-c1_g1_i1,509,0.438114,0.067265,-0.160839,44,1.809632,169,0.109131,true,0.259914,T28F3.1b
TR54-c1_g2_i1,509,0.434185,0.049774,-0.194444,44,1.838752,135,0.108643,false,NA,NA
TR55-c0_g1_i1,260,0.442308,-0.147826,-0.034483,25,2.009895,40,0.058594,false,NA,NA
TR55-c0_g2_i1,249,0.465863,0.224138,0.142857,19,1.480751,83,0.054688,false,NA,NA
TR56-c0_g1_i1,737,0.382632,-0.092199,-0.054945,49,1.832031,210,0.151855,false,NA,NA
TR56-c0_g1_i2,736,0.38587,-0.112676,-0.066372,51,1.885473,245,0.151123,false,NA,NA
TR56-c0_g2_i1,574,0.402439,0.108225,-0.008746,44,1.915655,191,0.126465,false,NA,NA
TR56-c0_g3_i1,471,0.382166,-0.044444,-0.085911,31,1.80616,140,0.101318,false,NA,NA
TR57-c0_g1_i1,529,0.436673,0.090909,-0.026846,44,1.759335,51,0.107666,false,NA,NA
TR58-c0_g1_i1,429,0.449883,0.005181,-0.033898,40,1.842784,142,0.098145,false,NA,NA
TR58-c0_g2_i1,564,0.450355,-0.062992,-0.025806,48,1.685154,187,0.121826,true,0.430428,M03A8.1
TR59-c0_g1_i1,289,0.33564,0.051546,-0.010417,22,2.710145,40,0.062988,true,1.016667,C35C5.9.2
TR59-c0_g2_i1,249,0.313253,0.153846,-0.052632,15,2.515152,54,0.055908,false,NA,NA
TR60-c0_g1_i1,747,0.278447,0.134615,-0.072356,30,2.110169,42,0.126953,false,NA,NA
TR60-c0_g2_i1,261,0.310345,0.135802,-0.122222,12,1.945342,42,0.056641,false,NA,NA
TR61-c0_g1_i1,933,0.460879,-0.013953,-0.069583,112,2.261035,310,0.187988,true,0.278875,Y47A7.1
TR61-c0_g2_i1,730,0.386301,0.06383,0.084821,67,2.470202,242,0.14917,false,NA,NA
TR61-c0_g3_i1,933,0.446945,0.021583,-0.054264,113,2.426333,97,0.186035,false,NA,NA
TR62-c0_g1_i1,534,0.496255,0.011321,-0.100372,58,1.764384,177,0.117676,true,0.500501,C24H12.5e
TR62-c0_g2_i1,533,0.497186,-0.018868,-0.104478,61,1.852593,177,0.118896,true,0.533534,C24H12.5e
TR62-c0_g3_i1,713,0.502104,0.044693,-0.076056,89,1.984458,98,0.153809,true,0.50951,C24H12.5e
TR63-c0_g1_i1,644,0.427019,-0.010909,-0.01355,35,1.19234,127,0.134766,true,0.440654,F41C3.5.2
TR63-c0_g2_i1,455,0.356044,0.061728,0.030717,24,1.670747,99,0.095459,true,0.20398,F41C3.5.2
TR63-c0_g3_i1,465,0.35914,0.065868,0.013423,25,1.674589,102,0.097412,true,0.218905,F41C3.5.2
TR63-c0_g4_i1,464,0.355603,0.006061,0.056856,23,1.568028,86,0.097168,true,0.176262,F41C3.5.2
TR63-c0_g5_i1,418,0.406699,0.0,-0.040323,20,1.157093,139,0.092041,true,0.297797,F41C3.5.2
TR64-c0_g1_i1,381,0.39895,-0.065789,-0.056769,23,1.523735,42,0.085205,false,NA,NA
TR64-c0_g2_i1,339,0.40708,-0.101449,-0.064677,21,1.510823,112,0.076904,false,NA,NA
TR64-c0_g3_i1,409,0.466993,-0.026178,-0.036697,39,1.750165,136,0.094482,false,NA,NA
TR65-c0_g1_i1,399,0.568922,0.365639,0.825581,60,2.145161,133,0.076904,false,NA,NA
TR66-c0_g1_i1,1703,0.365238,-0.099678,0.010176,89,1.58278,536,0.284424,true,1.001255,M88.1.2
TR67-c0_g1_i1,1073,0.482759,0.019305,0.009009,123,1.968191,270,0.223877,true,0.517413,C36A4.9b
TR67-c0_g2_i1,1310,0.416794,0.043956,0.036649,85,1.496942,331,0.240967,true,0.495025,C36A4.9b
TR68-c0_g1_i1,368,0.432065,-0.006289,0.157895,30,1.746835,122,0.083252,true,0.368368,T03G6.1
TR69-c0_g1_i1,232,0.362069,-0.119048,-0.013514,10,1.3341,52,0.054443,false,NA,NA
TR70-c0_g1_i1,722,0.375346,0.070111,0.135255,48,1.89688,93,0.151855,true,0.318306,C35C5.3a
TR70-c0_g2_i1,689,0.381713,0.079848,0.098592,49,1.964905,139,0.147461,true,0.565452,C35C5.3b
TR70-c0_g3_i1,282,0.429078,-0.024793,0.180124,22,1.696009,94,0.064453,true,0.387978,C35C5.3a
TR71-c0_g1_i1,314,0.312102,0.102041,-0.166667,28,3.700337,68,0.058594,false,NA,NA
TR72-c0_g1_i1,1179,0.43257,0.011765,-0.004484,115,2.08541,362,0.227295,true,0.951881,C06A5.9
TR72-c0_g1_i2,1178,0.421902,-0.022133,-0.010279,108,2.061242,297,0.217529,true,0.818023,C06A5.9
TR73-c0_g1_i1,441,0.405896,0.284916,0.068702,26,1.55788,53,0.095703,false,NA,NA
TR74-c0_g1_i1,610,0.42623,0.215385,-0.034286,59,2.233184,103,0.12793,true,0.288162,D2021.2b
TR74-c0_g2_i1,523,0.42065,0.218182,-0.016502,46,2.087643,116,0.113525,true,0.451713,D2021.2b
TR74-c0_g2_i2,523,0.422562,0.230769,-0.006623,46,2.081142,116,0.113525,true,0.498442,D2021.2b
TR75-c0_g1_i1,249,0.445783,0.153153,0.304348,19,1.572806,83,0.053467,false,NA,NA
TR75-c0_g2_i1,461,0.544469,0.203187,-0.180952,60,1.831788,45,0.094727,false,NA,NA
TR75-c0_g3_i1,293,0.453925,0.142857,0.25,25,1.690905,97,0.0625,false,NA,NA
TR76-c0_g1_i1,554,0.431408,-0.062762,0.085714,38,1.480034,184,0.0625,false,NA,NA
TR76-c0_g2_i1,679,0.403535,-0.051095,-0.022222,46,1.668483,226,0.143311,true,0.713178,T10F2.2
TR76-c0_g3_i1,740,0.402703,-0.013423,0.153846,51,1.70023,179,0.156738,true,0.596899,T10F2.2
TR77-c0_g1_i1,241,0.26971,0.107692,0.090909,8,1.846743,33,0.050781,false,NA,NA
TR78-c0_g1_i1,564,0.441489,-0.028112,0.161905,66,2.403409,79,0.121094,false,NA,NA
TR78-c0_g2_i1,565,0.430088,0.037037,0.118012,60,2.299552,75,0.121582,true,0.551852,F29C4.2
TR79-c0_g1_i1,226,0.429204,-0.298969,-0.100775,18,1.89916,75,0.045898,false,NA,NA
TR80-c0_g1_i1,1122,0.489305,-0.071038,-0.277487,148,2.214966,347,0.209961,true,0.567077,Y50D7A.8
TR80-c0_g2_i1,1122,0.49287,-0.056058,-0.297012,153,2.25248,373,0.210693,true,0.656708,Y50D7A.8
TR81-c0_g1_i1,784,0.434949,0.225806,0.083521,52,1.477744,73,0.165527,false,NA,NA
TR82-c0_g1_i1,402,0.427861,-0.011628,0.043478,31,1.685193,63,0.093262,false,NA,NA
TR83-c0_g1_i1,374,0.403743,0.165563,0.264574,32,2.15873,75,0.077148,false,NA,NA
TR83-c0_g2_i1,375,0.4,0.186667,0.262222,30,2.072205,79,0.077393,true,0.641243,Y87G2A.18
TR84-c0_g1_i1,1057,0.487228,-0.009709,-0.059041,137,2.184148,352,0.220703,true,0.841687,Y39G10AR.9b
TR84-c0_g2_i1,1058,0.485822,-0.015564,0.011029,136,2.179032,352,0.222168,true,0.782021,Y39G10AR.9b
TR85-c0_g1_i1,476,0.397059,-0.005291,-0.02439,40,2.132139,76,0.103271,false,NA,NA
TR85-c0_g1_i2,476,0.394958,0.074468,-0.020833,39,2.112666,88,0.10376,true,0.657233,T26E3.7
TR86-c0_g1_i1,313,0.408946,-0.109375,-0.394595,19,1.469484,101,0.06543,false,NA,NA
TR86-c0_g2_i1,274,0.39781,-0.192661,-0.478788,15,1.437063,91,0.056396,false,NA,NA
TR86-c0_g3_i1,491,0.433809,0.070423,0.064748,49,2.131756,163,0.110596,false,NA,NA
TR87-c0_g1_i1,1028,0.398833,-0.063415,-0.145631,79,1.940271,342,0.205811,true,0.307049,F20D12.2
TR87-c0_g2_i1,1027,0.399221,-0.073171,-0.121556,79,1.940981,342,0.205322,true,0.303465,F20D12.2
TR88-c0_g1_i1,2570,0.387549,-0.048193,-0.155019,183,1.900795,605,0.388184,true,1.00113,W01B6.9
TR88-c0_g2_i1,2569,0.387699,-0.048193,-0.154482,183,1.900056,605,0.388184,true,1.00113,W01B6.9
TR89-c0_g1_i1,530,0.367925,0.292308,0.21194,32,1.950771,70,0.105469,false,NA,NA
TR89-c0_g2_i1,694,0.448127,0.003215,0.002611,73,2.095203,188,0.150391,true,0.977547,ZK180.4
TR89-c0_g3_i1,529,0.387524,0.24878,0.203704,38,2.03957,88,0.106934,true,0.231434,ZK180.4
TR90-c0_g1_i1,243,0.444444,-0.259259,-0.125926,25,2.233456,80,0.054443,false,NA,NA
TR90-c0_g2_i1,243,0.473251,-0.113043,-0.078125,28,2.084559,81,0.055908,false,NA,NA
TR91-c0_g1_i1,379,0.416887,-0.050633,-0.067873,30,1.826506,126,0.084229,false,NA,NA
TR91-c0_g1_i2,379,0.416887,-0.101266,-0.031674,30,1.840699,67,0.083496,false,NA,NA
TR91-c0_g2_i1,396,0.431818,-0.076023,-0.191111,36,1.961475,108,0.087891,false,NA,NA
TR91-c0_g2_i2,396,0.429293,-0.105882,-0.274336,34,1.884658,132,0.085693,true,0.172071,F33G12.6a
TR92-c0_g1_i1,892,0.392377,0.022857,0.04428,64,1.865072,281,0.181152,true,0.275209,C10C5.1l
TR92-c0_g2_i1,892,0.389013,0.0317,0.038532,63,1.868715,296,0.180664,true,0.285806,C10C5.1l
TR92-c0_g3_i1,390,0.374359,0.027397,-0.04918,20,1.464789,103,0.085693,false,NA,NA
TR93-c0_g1_i1,560,0.458929,-0.003891,-0.049505,48,1.627907,186,0.123047,true,0.205354,Y65B4BR.3
TR94-c0_g1_i1,349,0.415473,-0.048276,-0.098039,36,2.395881,115,0.077393,false,NA,NA
TR94-c0_g2_i1,586,0.464164,0.0,-0.082803,74,2.344507,194,0.130127,true,0.389333,C47B2.7b
TR95-c0_g1_i1,783,0.35249,-0.036232,0.013807,57,2.346653,49,0.14209,false,NA,NA
TR96-c0_g1_i1,515,0.413592,0.051643,-0.059603,45,2.048709,171,0.115234,true,0.215662,F09E5.5.2
TR97-c0_g1_i1,253,0.367589,-0.225806,0.125,17,2.096004,83,0.056885,false,NA,NA
TR97-c0_g2_i1,273,0.450549,0.219512,0.053333,30,2.275,90,0.062988,true,0.180351,E02H9.5
TR97-c0_g3_i1,253,0.363636,-0.282609,0.142857,16,2.079096,73,0.056641,false,NA,NA
TR98-c0_g1_i1,524,0.368321,0.119171,0.039275,42,2.397386,85,0.112061,true,0.127989,Y74C9A.5.2
TR98-c0_g2_i1,524,0.366412,0.083333,0.066265,42,2.40472,85,0.111328,false,NA,NA
TR99-c0_g1_i1,554,0.415162,-0.173913,0.006173,38,1.641481,141,0.120117,true,1.004728,T27A8.2
TR99-c0_g2_i1,554,0.411552,-0.192982,0.0,37,1.638267,130,0.122803,true,0.947991,T27A8.2
TR100-c0_g1_i1,554,0.361011,0.0,0.19209,39,2.1606,77,0.114502,false,NA,NA
TR100-c0_g2_i1,790,0.506329,0.05,0.066667,105,2.078947,263,0.165527,true,0.858849,Y23H5A.3
TR100-c0_g3_i1,508,0.348425,-0.050847,0.178248,34,2.210958,77,0.10498,false,NA,NA
TR101-c0_g1_i1,537,0.3054,0.02439,-0.018767,31,2.477232,44,0.108398,false,NA,NA
TR102-c0_g1_i1,497,0.426559,0.056604,0.010526,54,2.39625,165,0.109863,false,NA,NA
TR102-c0_g2_i1,498,0.431727,0.04186,-0.123675,53,2.287968,165,0.110596,true,0.259436,Y47G6A.4
TR103-c0_g1_i1,471,0.375796,-0.175141,-0.156463,36,2.233404,142,0.099609,true,1.004975,ZK616.3a
TR103-c0_g2_i1,472,0.377119,-0.146067,-0.142857,36,2.19195,134,0.100098,true,1.004975,ZK616.3a
TR104-c0_g1_i1,480,0.327083,0.261146,0.126935,21,1.755486,91,0.097168,false,NA,NA
TR105-c0_g1_i1,1083,0.360111,-0.020513,-0.010101,67,1.909048,261,0.207031,true,0.774162,C34C6.5d.2
TR105-c0_g2_i1,652,0.332822,-0.087558,-0.094253,35,1.953433,117,0.132324,false,NA,NA
TR106-c0_g1_i1,413,0.382567,0.126582,0.090196,13,0.874288,65,0.092529,false,NA,NA
TR106-c0_g2_i1,412,0.390777,0.242236,0.227092,17,1.148197,58,0.087402,false,NA,NA
TR107-c0_g1_i1,281,0.437722,0.203252,0.164557,32,2.479868,93,0.062988,true,0.095838,ZK484.4b
TR107-c0_g2_i1,760,0.315789,0.283333,0.088462,41,2.352764,100,0.14209,false,NA,NA
TR107-c0_g3_i1,760,0.321053,0.270492,0.089147,43,2.368974,100,0.145264,false,NA,NA
TR108-c0_g1_i1,773,0.359638,0.115108,0.131313,52,2.108366,119,0.152588,true,1.005602,T28C6.8
TR108-c0_g2_i1,774,0.357881,0.111913,0.138833,52,2.124802,119,0.151123,true,1.005602,T28C6.8
TR108-c0_g3_i1,817,0.357405,0.10274,0.142857,58,2.24674,119,0.159668,false,NA,NA
TR109-c0_g1_i1,1261,0.44092,0.201439,0.035461,113,1.921738,222,0.241211,true,0.361712,F20B6.8c.2
TR110-c0_g1_i1,757,0.327609,0.0,0.033399,44,2.166233,57,0.147949,true,0.215223,B0034.1
TR110-c0_g2_i1,841,0.325803,0.014599,0.037037,46,2.061604,57,0.163818,false,NA,NA
TR111-c0_g1_i1,421,0.375297,0.012658,0.04943,29,1.956571,110,0.09375,false,NA,NA
TR111-c0_g2_i1,422,0.376777,0.044025,0.057034,30,2.006975,111,0.093262,false,NA,NA
TR111-c0_g3_i1,716,0.418994,0.02,0.081731,53,1.687253,231,0.147949,true,0.693613,F31E3.3
TR112-c0_g1_i1,540,0.475926,0.07393,-0.067138,53,1.742784,179,0.119629,true,0.295708,F07A11.6d.2
TR113-c0_g1_i1,308,0.321429,0.070707,0.023923,20,2.526661,42,0.067139,false,NA,NA
TR113-c0_g2_i1,806,0.377171,0.0,-0.099602,59,2.058258,197,0.166016,true,0.312286,R06C7.9b
TR114-c0_g1_i1,371,0.404313,0.013333,-0.022624,28,1.847084,123,0.086426,true,0.163797,C42D8.3
TR114-c0_g2_i1,370,0.4,-0.067568,0.009009,24,1.629059,68,0.085205,false,NA,NA
TR115-c0_g1_i1,404,0.477723,0.005181,-0.033175,40,1.735395,134,0.093506,false,NA,NA
TR115-c0_g2_i1,404,0.480198,-0.020619,-0.180952,40,1.718235,134,0.092285,true,0.163035,ZK899.8i
TR116-c0_g1_i1,430,0.481395,0.130435,-0.201794,50,2.041785,138,0.096436,false,NA,NA
