name,p_seq_true,bridges,length,fragments_mapped,both_mapped,properpair,good,bases_uncovered,p_not_segmented
TR42_c0_g3_i1,0.816327,2,422,9,6,5,3,7,0.374347
TR43_c0_g1_i1,0.901066,0,807,30,30,29,21,91,0.223308
TR43_c0_g1_i2,0.877403,4,806,29,28,22,10,5,0.912741
TR44_c0_g1_i1,0.829412,0,706,16,13,12,8,23,0.98497
TR44_c0_g2_i1,0.799609,0,706,36,34,28,10,0,0.957785
TR45_c0_g1_i1,0.885714,3,336,9,9,9,3,0,0.934477
TR45_c0_g2_i1,0.985714,0,252,1,1,1,0,162,0.970957
TR46_c0_g1_i1,0.868571,3,248,3,3,2,0,82,0.989186
TR46_c0_g2_i1,0.761039,4,247,5,5,4,0,20,0.977948
TR46_c0_g3_i1,0.787755,1,248,3,3,2,2,96,0.912084
TR47_c0_g1_i1,0.878571,2,225,4,4,4,1,0,0.885317
TR47_c0_g1_i2,1,0,317,0,0,0,0,317,0.997424
TR47_c0_g1_i3,0.864662,3,383,3,3,3,0,16,0.939372
TR47_c0_g1_i4,1,0,291,0,0,0,0,291,0.997424
TR48_c0_g1_i1,0.841457,5,475,22,21,18,7,29,0.706389
TR48_c0_g2_i1,0.952381,1,264,1,1,1,0,111,0.995799
TR49_c0_g1_i1,0.493367,3,270,10,6,4,0,0,0.151339
TR49_c0_g2_i1,0.884354,0,280,11,10,9,7,96,0.842791
TR50_c0_g1_i1,0.72381,1,306,3,1,1,0,85,0.925879
TR50_c0_g1_i2,1,1,252,1,1,1,0,155,0.997424
TR50_c0_g1_i3,0.889796,1,307,8,4,4,3,52,0.613396
TR51_c0_g1_i1,0.824007,1,337,87,84,72,30,17,0.552832
TR52_c0_g1_i1,0.933333,1,309,5,5,4,3,65,0.982401
TR52_c0_g2_i1,0.805442,0,310,10,10,9,5,9,0.959686
TR53_c0_g1_i1,0.755556,5,343,7,5,5,0,0,0.955332
TR53_c0_g2_i1,0.849524,1,461,8,6,6,0,147,0.792379
TR54_c0_g1_i1,0.889655,0,703,44,42,39,26,19,0.866234
TR55_c0_g1_i1,0.843029,0,410,43,40,35,21,1,0.872284
TR56_c0_g1_i1,0.830159,3,877,155,152,146,79,39,0.785853
TR56_c0_g2_i1,0.855287,22,836,1189,1143,1049,568,9,0.419223
TR56_c0_g3_i1,0.867933,26,1138,1122,1042,959,544,0,0.177402
TR57_c0_g1_i1,0.774286,1,240,11,10,9,3,8,0.95681
TR58_c0_g1_i1,0.9,1,441,1,1,1,0,183,0.533283
TR58_c0_g2_i1,0.847321,6,629,15,12,11,4,0,0.96062
TR59_c0_g1_i1,0.862372,10,587,352,349,330,205,0,0.608823
TR59_c0_g2_i1,0.854519,27,631,992,956,860,508,2,0.517369
TR60_c0_g1_i1,0.820408,0,251,7,7,7,1,5,0.962461
TR61_c0_g1_i1,0.834286,1,735,25,25,23,12,16,0.94537
TR61_c0_g1_i2,0.849143,2,734,49,47,41,23,0,0.858597
TR62_c0_g1_i1,0.879157,0,732,33,30,27,16,0,0.96972
TR63_c0_g1_i1,0.898214,0,708,49,48,44,25,0,0.931847
TR64_c0_g1_i1,0.873519,1,605,42,40,38,24,30,0.948056
TR65_c0_g1_i1,0.924286,0,360,11,9,9,7,0,0.95836
TR66_c0_g1_i1,0.849575,4,495,248,245,218,109,6,0.807999
TR67_c0_g1_i1,0.869714,2,623,13,13,10,5,74,0.974443
TR67_c0_g2_i1,0.844898,0,622,8,7,5,3,215,0.442249
TR68_c0_g1_i1,0.895327,1,617,54,54,50,30,0,0.84604
TR69_c0_g1_i1,0.750601,1,809,42,40,38,21,0,0.805307
TR70_c0_g1_i1,0.868571,0,251,18,16,16,9,36,0.955574
TR71_c0_g1_i1,0.809821,0,271,18,17,14,6,5,0.918249
TR72_c0_g1_i1,0.814286,0,256,0,0,0,0,126,0.996743
TR72_c0_g2_i1,0.885714,2,255,4,3,1,0,23,0.949119
TR73_c0_g1_i1,0.888571,0,296,30,28,26,15,0,0.187257
TR73_c0_g2_i1,0.742857,1,291,5,1,1,0,5,0.411863
TR73_c0_g3_i1,0.898137,2,445,24,21,19,8,53,0.927756
TR74_c0_g1_i1,0.868503,3,720,36,35,34,16,6,0.881874
TR74_c0_g2_i1,1,0,300,0,0,0,0,300,0.997424
TR75_c0_g1_i1,0.858503,0,505,11,10,9,6,252,0.659784
TR75_c0_g2_i1,0.773016,6,504,11,8,7,1,27,0.971559
TR75_c0_g3_i1,0.510204,0,407,4,0,0,0,219,0.939106
TR76_c0_g1_i1,0.831988,7,282,250,222,185,77,0,0.282152
TR76_c0_g1_i2,0.826538,2,282,149,123,94,39,0,0.0440185
TR77_c0_g1_i1,0.842857,2,408,3,3,2,0,179,0.995574
TR77_c0_g2_i1,0.862585,4,388,7,6,4,0,18,0.78739
TR78_c0_g1_i1,0.852217,0,299,14,14,13,5,10,0.904069
TR79_c0_g1_i1,0.521259,0,622,13,13,13,8,0,0.376298
TR79_c0_g2_i1,0.548338,0,665,7,7,7,6,219,0.933381
TR80_c0_g1_i1,0.848701,1,411,23,21,18,11,0,0.83656
TR81_c0_g1_i1,0.416637,2,265,21,13,11,7,0,0.0471008
TR82_c0_g1_i1,1,0,251,0,0,0,0,157,0.997424
TR82_c0_g2_i1,0.869565,10,251,14,10,10,0,0,0.815718
TR83_c0_g1_i1,0.942857,0,365,9,8,8,4,11,0.898824
TR83_c1_g1_i1,0.967347,0,272,7,7,7,5,0,0.931401
TR84_c0_g1_i1,0.879762,1,241,12,10,8,6,1,0.817247
TR84_c0_g2_i1,0.865546,0,242,9,7,6,2,39,0.959232
TR85_c0_g1_i1,0.819048,4,388,5,4,4,0,0,0.694052
TR85_c0_g1_i2,0.924224,5,388,9,8,7,2,17,0.698888
TR86_c0_g1_i1,0.914286,4,434,10,10,10,2,0,0.921379
TR86_c0_g2_i1,0.841667,6,278,6,6,5,0,7,0.788307
TR86_c0_g3_i1,0.869565,0,278,14,11,6,6,5,0.571547
TR87_c0_g1_i1,0.854054,0,422,38,38,33,18,7,0.90504
TR87_c0_g2_i1,0.869748,0,376,36,32,30,19,3,0.869089
TR88_c0_g1_i1,0.87326,0,426,24,19,15,9,0,0.680564
TR89_c0_g1_i1,0.838095,1,262,5,4,2,1,85,0.073857
TR89_c0_g1_i2,0.860952,3,262,13,11,9,2,0,0.180731
TR89_c0_g2_i1,0.817143,0,285,5,5,5,1,83,0.642799
TR90_c0_g1_i1,0.880769,14,342,19,17,15,3,0,0.853062
TR90_c0_g2_i1,0.874286,0,343,4,3,3,3,93,0.635563
TR91_c0_g1_i1,0.884515,0,671,71,69,64,31,0,0.886495
TR92_c0_g1_i1,0.359555,5,233,5,5,5,0,25,0.108479
TR92_c0_g2_i1,0.547368,0,310,6,3,3,2,11,0.978786
TR93_c0_g1_i1,0.734066,2,234,5,5,4,2,18,0.346512
TR93_c0_g2_i1,0.833766,2,625,19,18,15,9,37,0.966044
TR94_c0_g1_i1,0.44,0,324,2,1,1,0,205,0.223708
TR94_c0_g2_i1,0.591429,4,306,10,4,4,0,23,0.656056
TR95_c0_g1_i1,0.49898,0,262,4,4,4,1,0,0.111297
TR95_c0_g1_i2,0.142857,0,575,1,0,0,0,493,0.997424
TR95_c0_g1_i3,0.688435,1,717,19,19,16,10,0,0.756108
TR96_c0_g1_i1,0.878818,0,292,14,14,14,7,0,0.924706
TR97_c0_g1_i1,0.928571,0,543,3,3,3,2,83,0.98621
TR97_c0_g2_i1,0.841758,10,458,12,11,8,0,0,0.803797
TR98_c0_g1_i1,0.878639,1,543,47,47,46,26,48,0.348395
TR98_c0_g2_i1,0.874286,0,842,34,33,31,20,0,0.940373
TR99_c0_g1_i1,0.915556,0,379,22,22,21,13,0,0.921371
TR100_c0_g1_i1,0.847114,1,635,87,76,60,37,0,0.879022
TR101_c0_g1_i1,0.714286,1,472,1,1,1,0,380,0.997424
TR101_c0_g1_i2,0.842857,5,363,6,5,5,0,12,0.954241
TR101_c0_g1_i3,0.469938,1,261,12,8,7,5,2,0.0603873
TR101_c0_g1_i4,0.742857,0,363,0,0,0,0,272,0.997424
TR101_c0_g1_i5,0.952381,1,472,1,1,1,0,351,0.991384
TR102_c0_g1_i1,0.86414,0,457,25,23,22,11,18,0.835394
TR103_c0_g1_i1,0.900408,0,272,17,17,15,8,2,0.88675
TR104_c0_g1_i1,0.874008,0,607,65,64,64,33,0,0.825486
TR104_c0_g1_i2,0.802116,2,607,13,13,11,4,9,0.972304
TR104_c0_g2_i1,0.794139,1,324,20,19,17,6,59,0.36093
TR105_c0_g1_i1,0.848052,0,542,7,7,6,3,42,0.916161
TR105_c0_g2_i1,0.867227,2,542,24,24,24,10,6,0.904068
TR106_c0_g1_i1,0.830993,1,327,31,28,24,14,5,0.733394
TR107_c0_g1_i1,0.657493,244,374,4948,4852,4603,14,109,0.254901
TR107_c0_g2_i1,0.273903,23,356,89,24,3,0,61,0.0848259
TR108_c0_g1_i1,0.820408,2,236,3,2,2,0,42,0.785546
TR108_c0_g2_i1,0.475,3,237,6,3,2,0,0,0.42572
TR109_c0_g1_i1,0.834921,2,243,7,6,5,2,0,0.939297
TR109_c0_g1_i2,0.862857,3,243,10,8,6,2,0,0.895213
TR110_c0_g1_i1,0.856034,4,525,175,169,147,72,0,0.720819
TR111_c0_g1_i1,0.89064,0,339,15,14,14,6,0,0.898807
TR112_c0_g1_i1,0.728571,0,380,1,1,1,0,276,0.993667
TR112_c0_g1_i2,1,0,570,0,0,0,0,476,0.997424
TR112_c0_g1_i3,0.919414,3,535,19,19,17,9,55,0.979002
TR112_c0_g1_i4,0.685714,10,415,18,12,11,1,3,0.979936
TR112_c0_g2_i1,0.845714,1,261,4,3,3,1,0,0.949784
TR113_c0_g1_i1,0.721429,0,279,10,10,10,2,0,0.746603
TR114_c0_g1_i1,0.758442,0,554,8,8,8,4,26,0.966711
TR114_c0_g2_i1,0.903492,0,607,19,19,19,10,11,0.897692
TR114_c0_g2_i2,1,0,608,1,1,1,1,492,0.997194
TR114_c0_g1_i2,0.557143,1,553,1,1,1,0,349,0.974585
TR115_c0_g1_i1,0.752124,0,543,20,16,15,8,0,0.912134
TR116_c0_g1_i1,0.88254,1,351,5,5,5,1,71,0.911815
TR116_c0_g2_i1,0.52493,2,313,12,2,2,0,4,0.124956
TR116_c0_g3_i1,0.721008,0,266,7,3,3,2,0,0.954799
TR117_c0_g1_i1,0.97551,0,265,7,7,7,6,0,0.915562
TR118_c0_g1_i1,0.925275,3,462,6,6,6,2,57,0.989489
TR118_c0_g2_i1,0.81164,4,462,11,9,6,2,0,0.887506
TR119_c0_g1_i1,0.852675,51,464,57,56,53,3,10,0.838543
TR119_c0_g2_i1,0.822431,93,464,110,106,90,0,0,0.72572
TR120_c0_g1_i1,0.944898,1,226,5,5,3,2,14,0.90962
TR120_c0_g2_i1,0.918367,1,225,3,3,3,1,1,0.632
TR121_c0_g1_i1,0.844156,4,340,6,6,5,1,108,0.970765
TR121_c0_g2_i1,0.906349,0,341,4,4,3,3,42,0.957151
TR122_c0_g1_i1,0.747465,1,487,16,10,9,7,0,0.939599
TR123_c0_g1_i1,0.733333,1,227,3,3,3,0,21,0.968709
TR123_c0_g2_i1,0.879365,1,512,31,30,29,13,19,0.898572
TR124_c0_g1_i1,0.771429,1,234,1,1,1,0,52,0.993597
TR124_c0_g2_i1,0.600635,2,234,8,4,4,2,3,0.507747
TR125_c0_g1_i1,0.747899,0,269,6,6,5,1,1,0.907074
TR125_c0_g2_i1,0.942857,0,230,2,2,2,0,34,0.633028
TR126_c0_g1_i1,0.735065,1,280,2,2,2,0,10,0.983855
TR126_c0_g1_i2,0.754762,0,281,6,3,3,2,17,0.961759
TR127_c0_g1_i1,0.142857,0,264,0,0,0,0,182,0.997424
TR127_c0_g2_i1,0.789252,67,443,105,86,77,11,0,0.336002
TR127_c0_g2_i2,0.826954,11,442,20,17,14,3,39,0.277204
TR128_c0_g1_i1,0.655102,0,378,2,2,2,2,2,0.711777
TR128_c0_g2_i1,0.7625,0,307,7,5,4,2,1,0.597301
TR128_c0_g3_i1,0.917857,0,238,4,4,4,1,2,0.957116
TR128_c1_g1_i1,0.844205,1,378,27,27,24,12,0,0.86882
TR129_c0_g1_i1,0.884518,0,929,94,93,86,57,0,0.830055
TR130_c0_g1_i1,0.856952,2,825,457,454,450,289,31,0.766298
TR130_c0_g2_i1,0.855873,33,824,1588,1551,1456,836,11,0.792236
TR131_c0_g1_i1,0.721429,2,334,2,2,2,0,153,0.977942
TR131_c0_g1_i2,0.739768,8,391,9,9,8,0,1,0.90966
TR131_c0_g1_i3,0.85,1,391,4,4,4,0,170,0.973623
TR132_c0_g1_i1,0.783377,0,469,23,23,19,13,6,0.955735
TR132_c0_g2_i1,0.884286,0,488,9,9,9,4,96,0.978388
TR132_c0_g3_i1,0.82381,1,376,3,3,3,0,18,0.982794
TR132_c0_g4_i1,0.857143,1,548,4,4,4,0,250,0.993798
TR132_c0_g5_i1,0.90119,0,469,12,10,10,5,6,0.749541
TR133_c0_g1_i1,0.804286,6,396,8,7,7,0,3,0.713114
TR133_c0_g2_i1,0.870408,11,377,11,11,11,0,57,0.865373
TR133_c0_g3_i1,0.872773,3,940,88,84,74,50,78,0.380843
TR134_c0_g1_i1,0.714286,0,264,12,11,10,2,0,0.859899
TR135_c0_g1_i1,0.779592,1,299,6,4,2,1,18,0.820835
TR135_c0_g2_i1,0.84472,1,298,8,7,6,4,0,0.055139
TR136_c0_g1_i1,0.695238,0,257,1,1,0,0,69,0.995763
TR136_c0_g2_i1,0.878992,3,256,8,7,3,0,0,0.948705
TR136_c0_g3_i1,0.927976,0,670,25,24,22,14,0,0.912675
TR137_c0_g1_i1,0.892437,0,789,16,16,15,8,0,0.977018
TR137_c0_g2_i1,0.820833,0,788,23,22,21,12,81,0.877829
TR138_c0_g1_i1,0.85381,0,672,132,132,132,73,24,0.357208
TR138_c0_g2_i1,0.874054,13,672,747,728,691,383,0,0.368731
TR139_c0_g1_i1,0.816667,1,298,6,5,2,2,74,0.142019
TR139_c0_g2_i1,0.869319,16,507,133,127,113,64,10,0.259737
TR139_c0_g3_i1,0.890073,7,298,31,27,21,10,6,0.0397394
TR140_c0_g1_i1,1,0,341,2,2,1,2,193,0.798616
TR140_c0_g1_i2,0.801905,2,342,6,5,3,1,0,0.960713
TR141_c0_g1_i1,0.802629,32,427,48,42,39,4,11,0.813086
TR141_c0_g1_i2,0.784897,25,348,122,115,91,49,0,0.43957
TR142_c0_g1_i1,0.926316,0,323,10,9,9,7,0,0.938541
TR143_c0_g1_i1,0.767596,2,442,32,31,27,15,0,0.941793
TR143_c0_g2_i1,0.887179,3,559,17,15,15,6,39,0.830715
TR143_c0_g3_i1,0.716667,3,398,4,3,3,0,62,0.641511
TR143_c0_g4_i1,0.710714,0,397,7,6,6,2,117,0.901497
TR144_c0_g1_i1,0.858188,3,621,184,169,169,99,26,0.617049
TR144_c0_g1_i2,0.834342,2,620,339,305,295,152,3,0.462366
TR145_c0_g1_i1,0.898752,2,372,104,100,93,58,1,0.787228
TR146_c0_g1_i1,0.992857,1,295,1,1,1,0,40,0.215717
TR146_c0_g2_i1,0.859821,6,492,10,8,7,2,49,0.517715
TR146_c0_g2_i2,0.880952,8,493,17,17,16,6,157,0.469473
TR147_c0_g1_i1,0.828592,40,526,594,540,506,189,14,0.0418826
TR147_c0_g2_i1,0.822953,77,526,323,308,278,81,28,0.2588
TR148_c0_g1_i1,0.790476,0,253,5,5,5,1,69,0.718717
TR148_c0_g2_i1,0.661538,0,238,7,4,3,1,4,0.928868
TR149_c0_g1_i1,0.902857,2,502,10,10,9,4,46,0.679886
TR149_c0_g1_i2,0.916484,3,503,11,11,8,7,0,0.340393
TR149_c0_g2_i1,0.742857,2,345,2,2,1,0,43,0.988904
TR149_c0_g2_i2,0.761905,3,346,5,5,4,0,9,0.962201
TR150_c0_g1_i1,0.891497,1,297,47,40,35,24,5,0.315709
TR151_c0_g1_i1,0.807792,1,253,24,22,19,11,17,0.418932
TR151_c0_g2_i1,0.811408,2,681,119,118,116,60,5,0.616323
TR151_c0_g3_i1,0.864522,16,680,653,633,599,329,0,0.756928
TR152_c0_g1_i1,0.869549,0,591,37,36,34,20,3,0.877841
TR153_c0_g1_i1,0.89511,0,326,71,70,64,35,5,0.268899
TR153_c0_g2_i1,0.868823,4,544,69,67,65,34,1,0.559151
TR153_c0_g3_i1,0.837808,12,513,278,262,228,119,1,0.227934
TR154_c0_g1_i1,0.851357,2,579,360,334,299,170,16,0.463517
TR154_c0_g1_i2,0.887155,25,578,995,954,893,528,0,0.262215
TR155_c0_g1_i1,0.835929,42,419,98,91,80,22,5,0.263573
TR155_c0_g1_i2,0.86381,52,419,143,129,115,40,3,0.264443
TR156_c0_g1_i1,0.910053,0,275,13,13,13,9,16,0.948485
TR157_c0_g1_i1,0.865827,5,1362,829,820,795,450,2,0.396443
TR157_c0_g2_i1,0.767886,2,305,112,110,100,35,28,0.878322
TR157_c0_g3_i1,0.786182,5,1083,119,119,114,47,12,0.0876957
TR158_c0_g1_i1,0.895055,0,602,29,24,22,13,3,0.949583
TR159_c0_g1_i1,0.743723,1,377,16,15,13,6,0,0.791747
TR160_c0_g1_i1,0.872222,5,413,33,30,24,13,0,0.780271
TR160_c0_g1_i2,0.823214,2,412,28,23,18,9,14,0.868221
TR161_c0_g1_i1,0.840602,10,327,25,24,21,6,35,0.0828748
TR161_c0_g2_i1,0.87381,5,398,36,31,26,12,24,0.612044
TR162_c0_g1_i1,0.669124,6,301,9,8,6,0,0,0.861956
TR162_c0_g2_i1,0.69619,2,301,6,3,3,1,0,0.877204
TR163_c0_g1_i1,1,0,232,1,1,1,0,146,0.798616
TR163_c0_g2_i1,0.84,1,233,4,4,2,1,72,0.974614
TR164_c0_g1_i1,0.857143,2,550,14,14,14,7,0,0.561689
TR164_c0_g1_i2,0.506723,2,384,12,2,2,0,36,0.653473
TR165_c0_g1_i1,0.864876,1,760,67,63,57,36,0,0.928512
TR166_c0_g1_i1,0.387578,0,321,1,0,0,0,124,0.446213
TR166_c0_g2_i1,0.971429,1,577,9,9,9,7,29,0.9771
TR167_c0_g1_i1,0.82406,0,232,10,10,8,3,0,0.887338
TR168_c0_g1_i1,0.848214,0,236,7,7,7,3,22,0.958379
TR168_c0_g2_i1,0.829011,1,588,29,28,26,14,3,0.657767
TR169_c0_g1_i1,0.85497,42,1191,1939,1878,1746,980,0,0.44974
TR170_c0_g1_i1,0.914286,0,267,0,0,0,0,173,0.997424
TR170_c0_g1_i2,0.954286,1,267,1,1,1,0,67,0.987647
TR171_c0_g1_i1,0.831485,53,489,55,53,51,0,29,0.541493
TR171_c0_g2_i1,0.830201,107,533,136,131,112,7,0,0.298484
TR172_c0_g1_i1,0.816807,2,235,9,9,7,2,0,0.79952
TR173_c0_g1_i1,0.493878,2,246,5,3,0,0,16,0.879897
TR173_c0_g2_i1,0.859001,6,590,365,365,358,186,1,0.142712
TR173_c0_g3_i1,0.852741,7,590,158,153,142,72,3,0.423434
TR174_c1_g1_i1,0.860389,87,606,5187,5072,4672,2532,14,0.322426
TR175_c0_g1_i1,0.868132,10,395,32,25,21,6,24,0.148181
TR175_c0_g2_i1,0.86431,79,462,85,85,80,3,0,0.393116
TR175_c0_g2_i2,0.836915,35,494,92,86,66,24,15,0.0493129
TR175_c1_g1_i1,0.874515,42,723,3652,3643,3591,2075,0,0.361856
TR175_c1_g1_i2,0.881664,15,722,1068,1053,991,619,0,0.430075
TR176_c0_g1_i1,0.647663,0,676,60,55,51,35,0,0.298454
TR177_c0_g1_i1,0.811429,0,290,16,15,14,5,0,0.814457
TR178_c0_g1_i1,0.455282,6,266,10,6,6,0,0,0.0497162
TR178_c0_g1_i2,0.456068,0,285,2,1,1,0,39,0.329491
TR179_c0_g1_i1,0.971429,0,320,0,0,0,0,232,0.997424
TR179_c0_g1_i2,0.897479,4,320,8,8,6,2,0,0.568269
TR180_c0_g1_i1,0.350974,2,560,7,7,7,3,4,0.790311
TR180_c0_g2_i1,0.628571,2,414,4,2,2,0,157,0.986005
TR181_c0_g1_i1,0.412158,3,229,6,3,3,0,0,0.0906788
TR181_c0_g1_i2,0.817143,0,511,19,19,18,6,18,0.957765
TR182_c0_g1_i1,0.826087,1,292,9,9,9,2,14,0.678703
TR182_c0_g2_i1,0.914286,0,240,3,1,1,0,5,0.967828
TR183_c0_g1_i1,0.823693,0,551,21,19,17,10,19,0.908598
TR184_c0_g1_i1,0.81,1,398,21,17,16,5,13,0.785542
TR184_c0_g2_i1,0.771429,0,347,3,3,3,2,3,0.742043
TR184_c0_g3_i1,0.864935,4,288,7,4,3,0,1,0.617956
TR184_c0_g4_i1,0.825714,1,288,4,1,1,0,39,0.33597
TR185_c0_g1_i1,0.865714,0,252,3,3,3,0,9,0.808161
TR185_c0_g2_i1,0.952381,1,252,1,1,1,0,132,0.96298
TR186_c0_g1_i1,0.822857,4,262,5,4,4,0,27,0.937031
TR186_c0_g2_i1,1,0,445,0,0,0,0,351,0.997424
TR186_c0_g3_i1,0.854082,0,444,9,7,6,1,69,0.320432
TR187_c0_g1_i1,0.898339,0,291,21,21,20,12,0,0.81914
TR188_c0_g1_i1,0.866891,0,722,38,37,37,24,21,0.552841
TR188_c0_g1_i2,0.827755,0,665,34,33,32,13,83,0.848383
TR189_c0_g1_i1,0.865784,13,568,432,396,369,219,6,0.395583
TR189_c0_g1_i2,0.856831,2,569,96,80,75,29,20,0.342863
TR190_c0_g1_i1,0.921008,0,372,8,8,8,5,12,0.922351
TR190_c0_g1_i2,0.849706,2,1391,109,106,100,53,0,0.970665
TR191_c0_g1_i1,0.893009,12,409,20,17,15,3,52,0.226334
TR191_c0_g2_i1,0.882313,15,409,29,25,20,4,3,0.331679
TR192_c0_g1_i1,0.742857,0,348,1,1,1,1,217,0.983681
TR192_c0_g2_i1,0.322671,6,271,14,6,5,0,0,0.375151
TR193_c0_g1_i1,0.820635,0,557,37,37,34,15,5,0.899763
TR193_c0_g1_i2,0.846154,0,557,5,4,4,1,128,0.993493
TR194_c0_g1_i1,0.689796,0,224,8,6,5,0,1,0.973922
TR195_c0_g1_i1,0.845714,0,251,6,6,4,3,0,0.980257
TR196_c0_g1_i1,0.834014,2,287,22,22,17,8,0,0.599206
TR197_c0_g1_i1,0.857815,1,312,46,40,36,18,0,0.809652
