name,p_seq_true,bridges,length,fragments_mapped,both_mapped,properpair,good,bases_uncovered,p_not_segmented
TR30-c0_g1_i1,0.764706,6,420,8,8,7,0,9,0.930753
TR30-c0_g1_i2,0.857143,6,419,8,7,7,1,49,0.606618
TR31-c0_g1_i1,0.939818,1,671,23,23,23,17,0,0.930882
TR31-c0_g2_i1,0.857143,0,558,4,4,4,2,117,0.995515
TR32-c0_g1_i1,0.833205,0,240,21,17,14,4,1,0.814376
TR32-c0_g2_i1,0.825306,11,240,12,11,10,0,5,0.847577
TR32-c0_g3_i1,0.928571,1,254,4,4,3,1,0,0.95356
TR33-c0_g1_i1,0.841143,0,353,13,11,11,4,0,0.946177
TR34-c0_g1_i1,0.840816,0,547,3,3,3,0,297,0.995697
TR34-c0_g2_i1,1,0,235,1,1,1,1,130,0.994858
TR34-c0_g3_i1,0.84,1,376,4,4,4,0,82,0.981624
TR34-c0_g4_i1,0.905143,2,488,11,11,11,4,23,0.604375
TR34-c0_g5_i1,0.658009,0,469,21,21,17,12,54,0.947031
TR34-c0_g6_i1,0.726531,0,469,9,8,8,3,1,0.967209
TR35-c0_g1_i1,0.891071,3,379,6,6,6,3,46,0.926147
TR35-c0_g2_i1,0.843902,7,379,17,14,14,1,0,0.630371
TR36-c0_g1_i1,0.880672,0,773,65,63,58,36,0,0.930112
TR37-c0_g1_i1,0.844286,0,254,10,9,7,4,0,0.891485
TR37-c0_g2_i1,0.904945,0,567,27,25,22,13,0,0.950092
TR38-c0_g1_i1,0.256503,0,781,53,37,37,22,0,0.644035
TR38-c0_g1_i2,0.861039,0,871,11,11,10,6,494,0.908113
TR39-c0_g1_i1,0.842857,5,514,41,38,36,19,17,0.268309
TR39-c0_g2_i1,0.83595,41,459,45,42,36,0,10,0.774382
TR39-c0_g3_i1,0.866,41,459,77,70,55,18,13,0.412075
TR40-c0_g1_i1,0.758242,0,370,19,15,13,3,27,0.332923
TR40-c0_g2_i1,0.87619,0,369,58,54,45,31,1,0.162739
TR41-c0_g1_i1,0.907692,1,254,4,4,3,2,59,0.504561
TR41-c0_g2_i1,0.89,10,254,12,11,7,1,7,0.425318
TR41-c0_g3_i1,0.809524,0,360,6,5,3,2,136,0.898909
TR42-c0_g1_i1,0.860714,2,400,4,2,2,0,7,0.629591
TR42-c0_g1_i2,1,0,401,0,0,0,0,307,0.997424
TR42-c0_g1_i3,1,0,226,0,0,0,0,226,0.997424
TR42-c0_g1_i4,1,0,289,0,0,0,0,195,0.839008
TR43-c0_g1_i1,0.956044,2,435,5,3,3,0,123,0.611259
TR43-c0_g2_i1,0.852747,10,435,14,13,12,2,7,0.207242
TR44-c0_g1_i1,0.845963,0,274,14,10,9,6,0,0.737754
TR45-c0_g1_i1,0.402857,0,304,2,0,0,0,203,0.963478
TR45-c0_g2_i1,0.545946,12,352,38,16,11,0,0,0.977119
TR46-c0_g1_i1,0.885531,1,816,79,76,72,45,0,0.760941
TR47-c0_g1_i1,0.830952,0,327,31,28,24,14,5,0.709761
TR48-c0_g1_i1,0.886555,4,573,16,16,16,8,103,0.693924
TR48-c0_g2_i1,0.88381,7,411,7,7,7,0,1,0.860908
TR49-c0_g1_i1,0.761905,0,225,1,0,0,0,34,0.994396
TR49-c0_g2_i1,0.927473,4,224,4,4,4,0,12,0.965316
TR49-c0_g3_i1,0.938095,0,237,2,2,2,2,26,0.695867
TR50-c0_g1_i1,0.929796,1,425,17,16,13,9,0,0.925024
TR50-c0_g2_i1,0.891429,0,326,2,2,2,1,192,0.966855
TR50-c0_g3_i1,0.95,3,326,6,5,5,2,25,0.910539
TR51-c0_g1_i1,0.938571,0,426,10,10,10,8,83,0.968069
TR51-c0_g2_i1,0.885022,1,1022,86,80,76,44,38,0.904733
TR52-c0_g1_i1,0.761905,1,289,2,2,2,0,67,0.925111
TR52-c0_g1_i2,0.830204,3,399,13,11,10,3,9,0.909206
TR53-c0_g1_i1,0.39198,0,294,17,8,8,4,0,0.203972
TR54-c0_g1_i1,0.860382,5,852,381,380,373,208,6,0.666101
TR54-c0_g2_i1,0.863831,10,852,428,418,391,224,0,0.592719
TR55-c0_g1_i1,0.832143,0,243,3,3,3,2,13,0.987107
TR55-c0_g2_i1,0.769748,0,287,8,7,5,2,0,0.961607
TR56-c0_g1_i1,0.9,0,252,10,10,10,5,6,0.906755
TR57-c0_g1_i1,0.734101,1,512,25,25,23,11,0,0.961139
TR57-c0_g1_i2,0.344643,5,237,23,5,3,0,0,0.457498
TR58-c0_g1_i1,0.817143,3,282,6,3,3,0,10,0.776923
TR58-c0_g2_i1,0.742857,0,267,1,0,0,0,167,0.798616
TR59-c0_g1_i1,0.380139,0,408,18,13,12,7,0,0.138401
TR60-c0_g1_i1,0.763025,0,271,10,7,5,2,0,0.921912
TR61-c0_g1_i1,0.920286,0,551,51,49,46,28,1,0.739665
TR61-c0_g2_i1,0.925974,0,288,12,11,10,7,0,0.817144
TR62-c0_g1_i1,0.840058,5,611,352,352,347,183,13,0.803099
TR62-c0_g1_i2,0.848194,15,648,645,621,572,316,0,0.635864
TR62-c0_g2_i1,0.860959,21,899,777,755,712,435,0,0.981743
TR63-c0_g1_i1,0.8,6,394,7,6,6,0,50,0.927656
TR63-c0_g2_i1,0.728571,0,425,0,0,0,0,247,0.997424
TR64-c0_g1_i1,0.66,2,493,3,2,2,0,18,0.986976
TR64-c0_g2_i1,0.701587,6,492,9,8,4,0,9,0.978264
TR65-c0_g1_i1,0.832653,0,291,11,9,9,6,14,0.664864
TR66-c0_g1_i1,0.830071,9,752,691,645,570,295,12,0.649391
TR67-c0_g1_i1,0.888655,2,724,34,33,30,22,0,0.87535
TR68-c0_g1_i1,0.579799,1,715,103,91,83,54,0,0.195945
TR69-c0_g1_i1,0.903361,0,792,33,33,33,17,18,0.77381
TR69-c0_g2_i1,0.785714,0,828,12,10,10,4,76,0.874881
TR70-c0_g1_i1,0.896537,1,361,34,33,31,18,0,0.728453
TR71-c0_g1_i1,0.907463,0,938,34,33,31,21,390,0.111933
TR71-c0_g2_i1,0.51339,2,572,51,43,40,20,0,0.137979
TR72-c0_g1_i1,0.827964,3,261,26,23,19,10,0,0.615287
TR73-c0_g1_i1,0.814966,5,443,9,7,6,1,0,0.823712
TR73-c0_g1_i2,0.7375,2,443,8,6,2,0,34,0.988569
TR74-c0_g1_i1,1,0,245,2,2,2,2,143,0.93673
TR74-c0_g2_i1,0.467937,6,331,21,11,11,2,0,0.518388
TR74-c0_g3_i1,0.46911,2,228,4,2,2,0,21,0.131982
TR75-c0_g1_i1,0.852381,0,304,21,21,21,8,0,0.925355
TR76-c0_g1_i1,0.765714,2,242,4,4,4,0,4,0.964053
TR76-c0_g1_i2,0.865714,1,242,7,7,5,3,4,0.596576
TR76-c0_g2_i1,0.832841,0,433,44,39,36,21,4,0.392881
TR77-c0_g1_i1,0.859341,3,691,100,92,84,51,16,0.82076
TR78-c0_g1_i1,0.798145,2,560,40,37,32,17,7,0.85985
TR79-c0_g1_i1,0.852189,116,982,6551,6255,5596,2924,0,0.539007
TR80-c0_g1_i1,0.83554,45,395,1375,899,844,537,0,0.487174
TR81-c0_g1_i1,0.833673,0,336,15,14,13,4,0,0.866602
TR82-c0_g1_i1,0.902484,0,379,22,22,21,13,0,0.918061
TR83-c0_g1_i1,0.83619,0,237,8,7,7,2,0,0.926629
TR84-c0_g1_i1,0.902857,1,438,2,2,1,0,240,0.411589
TR84-c0_g1_i2,0.844599,8,438,12,12,9,2,0,0.285398
TR85-c0_g1_i1,0.475232,0,279,15,7,6,1,0,0.0999934
TR86-c0_g1_i1,0.505844,8,440,10,10,8,0,48,0.183107
TR86-c0_g2_i1,0.50028,3,439,4,3,3,0,52,0.295703
TR87-c0_g1_i1,0.787013,4,282,6,4,4,0,0,0.632593
TR87-c0_g2_i1,1,0,291,1,1,1,1,192,0.877568
TR88-c0_g1_i1,0.910476,0,333,8,7,7,4,0,0.96145
TR89-c1_g1_i1,0.444444,0,242,0,0,0,0,12,0.653104
TR89-c1_g2_i1,0.354762,8,242,17,9,2,1,0,0.532918
TR90-c0_g1_i1,0.577551,0,226,2,2,1,2,5,0.955626
TR90-c0_g2_i1,0.72987,0,225,5,2,2,1,10,0.928982
TR91-c0_g1_i1,0.857143,0,231,1,1,1,0,81,0.923856
TR91-c0_g2_i1,0.985714,3,230,3,3,2,0,30,0.977809
TR91-c1_g1_i1,0.857143,0,309,7,7,7,3,11,0.938084
TR92-c0_g1_i1,0.845622,0,467,31,29,25,14,0,0.946677
TR93-c0_g1_i1,0.769096,1,394,25,21,20,7,5,0.910137
TR93-c0_g2_i1,0.692308,3,296,5,4,4,0,1,0.9431
TR93-c0_g3_i1,0.857143,3,250,4,3,2,0,18,0.96444
TR93-c0_g4_i1,0.831169,0,249,5,5,5,2,2,0.96763
TR94-c0_g1_i1,0.922024,0,471,24,24,24,17,0,0.867757
TR95-c0_g1_i1,1,1,263,1,1,1,0,166,0.997424
TR95-c0_g2_i1,0.534252,2,480,11,9,8,2,7,0.27008
TR96-c0_g1_i1,0.885714,0,283,2,1,1,0,158,0.94666
TR96-c0_g2_i1,0.853968,0,297,2,1,1,1,4,0.981331
TR97-c0_g1_i1,0.571429,0,224,0,0,0,0,50,0.996904
TR97-c0_g1_i2,0.75102,2,310,2,2,1,0,0,0.960574
TR97-c0_g1_i3,0.895604,1,309,12,10,8,4,24,0.528486
TR98-c0_g1_i1,0.8478,46,271,63,48,45,1,0,0.406425
TR98-c0_g2_i1,0.805508,43,271,72,56,34,2,0,0.292235
TR99-c0_g1_i1,0.662857,3,287,6,6,4,0,60,0.649902
TR99-c0_g2_i1,0.777143,3,244,8,7,5,1,0,0.840411
TR100-c0_g1_i1,0.877098,1,518,20,19,19,6,0,0.907317
TR100-c0_g2_i1,0.92987,4,519,5,5,5,1,153,0.995203
TR101-c0_g1_i1,0.438719,8,344,10,8,8,0,9,0.300452
TR101-c0_g1_i2,0.989286,1,372,6,5,3,4,187,0.586799
TR101-c0_g1_i3,0.971429,0,372,1,1,1,0,241,0.99563
TR102-c0_g1_i1,0.842481,1,1182,35,34,33,19,444,0.859555
TR102-c0_g2_i1,0.877186,6,1167,524,501,473,273,0,0.467077
TR103-c0_g1_i1,0.875,0,342,3,3,3,2,51,0.99282
TR103-c0_g2_i1,0.980952,0,284,2,2,2,0,10,0.978632
TR104-c0_g1_i1,0.813095,0,422,24,22,21,7,0,0.919203
TR105-c0_g1_i1,0.870554,1,789,24,24,22,12,76,0.846941
TR105-c0_g2_i1,0.806723,2,788,17,17,14,8,5,0.967791
TR106-c0_g1_i1,0.790476,0,258,10,9,7,4,22,0.958995
TR107-c0_g1_i1,0.837594,6,328,8,8,8,0,98,0.123687
TR107-c0_g2_i1,0.860116,19,418,77,70,61,21,10,0.832731
TR108-c1_g1_i1,0.925714,0,255,11,11,9,7,0,0.892674
TR109-c0_g1_i1,0.649351,2,343,16,11,9,7,1,0.966771
TR109-c0_g2_i1,0.832421,0,752,63,60,58,35,0,0.855454
TR110-c0_g1_i1,0.926374,0,390,14,13,12,8,4,0.749343
TR111-c0_g1_i1,0.887857,8,333,20,18,15,3,36,0.727616
TR111-c0_g2_i1,0.887179,3,333,15,14,14,6,2,0.874623
TR112-c0_g1_i1,0.863866,0,248,9,8,8,2,30,0.937884
TR112-c0_g2_i1,0.730612,0,334,4,4,2,1,140,0.994405
TR112-c0_g3_i1,0.574603,1,244,5,2,1,0,43,0.971345
TR113-c0_g1_i1,0.877311,0,642,34,34,33,16,0,0.778159
TR114-c0_g1_i1,0.898214,0,442,0,0,0,0,54,0.968262
TR114-c0_g2_i1,0.928571,0,441,4,4,3,0,4,0.959284
TR115-c0_g1_i1,0.897768,0,520,33,33,30,17,0,0.862228
TR116-c0_g1_i1,0.971429,1,430,2,2,2,1,227,0.959917
TR116-c0_g2_i1,0.877019,9,430,11,10,9,0,41,0.960694
TR117-c0_g1_i1,0.810526,3,438,16,14,13,2,34,0.893034
TR117-c0_g2_i1,0.97,8,319,8,8,8,0,23,0.39531
TR118-c0_g1_i1,0.903429,0,582,22,22,22,15,0,0.929788
TR118-c0_g2_i1,0.911408,0,776,70,67,62,40,12,0.841835
TR119-c0_g1_i1,0.866321,103,467,120,119,111,5,15,0.34613
TR119-c0_g2_i1,0.853304,162,468,225,211,179,20,1,0.414593
TR120-c0_g1_i1,0.871841,11,612,344,336,318,185,1,0.689027
TR120-c0_g2_i1,0.869447,9,612,408,391,361,201,0,0.665625
TR121-c0_g1_i1,0.784367,0,574,18,18,17,8,41,0.951525
TR121-c0_g1_i2,0.816411,15,616,294,288,277,127,0,0.841193
TR121-c0_g1_i3,0.868608,7,562,225,214,200,113,14,0.59436
TR122-c0_g1_i1,0.662185,1,611,6,5,4,2,228,0.976866
TR122-c0_g1_i2,0.640015,24,611,80,75,71,32,6,0.606187
TR122-c0_g2_i1,0.985714,3,462,3,3,3,0,269,0.863491
TR123-c0_g1_i1,0.886607,3,234,15,15,14,5,38,0.0594372
TR123-c0_g2_i1,0.827619,1,234,12,9,9,3,0,0.274877
TR124-c0_g1_i1,0.821603,0,382,21,20,19,5,0,0.835013
TR125-c0_g1_i1,0.639844,49,457,128,97,86,30,0,0.682849
TR125-c0_g2_i1,0.613525,27,499,121,59,36,16,1,0.743306
TR125-c0_g3_i1,0.856854,4,273,155,137,106,69,17,0.338037
TR125-c0_g4_i1,0.890886,16,469,994,910,835,519,0,0.869177
TR126-c0_g1_i1,0.856501,0,615,48,42,39,23,0,0.747256
TR127-c0_g1_i1,0.850673,1,1902,206,206,204,103,19,0.867346
TR127-c0_g1_i2,0.870276,15,1901,1147,1122,1068,642,0,0.846321
TR128-c0_g1_i1,0.890306,3,540,21,21,20,6,77,0.793956
TR128-c0_g2_i1,0.828264,16,584,201,201,196,87,0,0.772113
TR128-c0_g3_i1,0.789116,0,540,9,8,7,3,153,0.981692
TR129-c0_g1_i1,0.695238,0,304,1,1,1,0,112,0.996081
TR129-c0_g2_i1,1,0,287,0,0,0,0,287,0.997424
TR129-c0_g3_i1,1,0,287,0,0,0,0,212,0.997424
TR129-c0_g4_i1,0.812245,4,304,11,10,6,3,0,0.800328
TR130-c0_g1_i1,0.839876,14,839,688,655,640,395,0,0.136848
TR130-c0_g2_i1,0.832806,20,839,717,668,610,347,0,0.546878
TR131-c0_g1_i1,0.882392,1,380,49,39,32,20,1,0.417623
TR131-c0_g2_i1,0.829161,1,231,52,43,38,17,0,0.273202
TR132-c0_g1_i1,0.834726,48,772,2017,1984,1850,1134,7,0.73048
TR133-c0_g1_i1,0.890476,2,336,3,3,1,1,152,0.950756
TR133-c0_g2_i1,0.889916,8,335,12,10,9,1,0,0.816053
TR134-c0_g1_i1,0.933333,1,269,3,3,3,2,43,0.348096
TR134-c0_g2_i1,0.709714,5,268,14,10,8,1,20,0.903335
TR135-c0_g1_i1,0.696296,2,481,9,8,8,3,0,0.976894
TR135-c0_g2_i1,0.791429,1,368,4,4,3,1,0,0.98856
TR136-c0_g1_i1,0.51128,0,537,50,39,36,16,1,0.163799
TR137-c0_g1_i1,0.859964,4,488,157,154,142,79,0,0.844583
TR138-c0_g1_i1,0.788797,31,524,748,705,614,331,1,0.790225
TR139-c0_g1_i1,0.714286,2,263,2,2,1,0,94,0.215717
TR139-c0_g2_i1,0.845,2,636,38,35,33,19,16,0.654394
TR140-c0_g1_i1,1,0,314,0,0,0,0,314,0.997424
TR140-c0_g1_i2,0.747339,11,350,14,11,11,0,2,0.817582
TR140-c0_g1_i3,1,0,363,0,0,0,0,269,0.997424
TR140-c0_g1_i4,0.908036,11,327,15,11,10,0,12,0.130497
TR141-c0_g1_i1,0.857143,0,429,1,1,1,1,215,0.996749
TR141-c0_g2_i1,0.948052,0,429,4,4,4,4,76,0.655628
TR142-c0_g1_i1,0.474576,0,315,17,11,11,4,1,0.649064
TR143-c0_g1_i1,0.87271,38,673,3303,3215,2930,1709,0,0.102495
TR143-c0_g2_i1,0.839081,10,672,726,679,593,345,45,0.0757489
TR144-c0_g1_i1,0.807143,1,465,1,1,1,0,242,0.996376
TR144-c0_g1_i2,0.895238,1,464,2,2,0,0,55,0.976489
TR144-c0_g1_i3,0.884729,6,330,7,6,6,0,11,0.938855
TR144-c0_g1_i4,1,0,331,0,0,0,0,331,0.997424
TR145-c0_g1_i1,0.5375,1,746,43,31,27,15,0,0.653779
TR146-c0_g1_i1,0.910204,0,241,4,3,3,1,65,0.987155
TR146-c0_g2_i1,0.883117,0,242,6,5,4,2,0,0.973618
TR147-c0_g1_i1,0.531145,0,647,48,45,44,23,0,0.518086
TR148-c0_g1_i1,0.786006,0,224,25,22,20,9,0,0.846545
TR149-c0_g1_i1,0.402695,1,325,15,10,9,4,0,0.0611325
TR150-c0_g1_i1,0.48692,2,667,45,35,30,19,0,0.370037
TR151-c0_g1_i1,0.827429,8,404,18,17,17,4,7,0.901398
TR151-c0_g2_i1,0.910714,2,301,3,2,2,0,24,0.971784
TR152-c0_g1_i1,0.355714,2,394,28,15,12,5,0,0.187978
TR153-c0_g1_i1,0.884097,1,720,50,50,49,31,0,0.904278
TR153-c0_g2_i1,0.835714,0,719,2,2,2,1,503,0.996757
TR154-c0_g1_i1,0.895238,0,232,8,8,7,5,0,0.852603
TR155-c0_g1_i1,1,0,286,0,0,0,0,192,0.997424
TR155-c0_g2_i1,0.842857,1,286,2,1,1,0,32,0.992148
TR156-c0_g1_i1,0.977143,0,242,8,8,7,6,0,0.961203
TR157-c0_g1_i1,0.813187,0,706,8,5,4,3,255,0.979635
TR157-c0_g2_i1,0.821118,0,706,48,44,36,15,0,0.954127
TR158-c0_g1_i1,0.910053,0,275,13,13,13,9,16,0.948485
TR159-c0_g1_i1,0.776398,0,279,10,10,10,2,0,0.876299
TR160-c0_g1_i1,0.897354,0,758,85,79,75,44,0,0.691152
TR161-c0_g1_i1,0.785714,0,385,12,11,11,3,10,0.94781
TR162-c0_g1_i1,0.855901,5,304,10,10,9,2,130,0.831649
TR162-c0_g1_i2,0.853247,18,304,22,22,18,4,3,0.381423
TR162-c0_g1_i3,0.849451,2,479,10,10,10,5,33,0.927126
TR163-c0_g1_i1,1,0,306,0,0,0,0,306,0.997424
TR163-c0_g2_i1,0.726429,1,581,16,16,13,10,9,0.985335
TR163-c0_g3_i1,0.546798,5,342,16,5,4,0,4,0.925585
TR164-c0_g1_i1,0.810324,2,252,59,56,50,17,7,0.786149
TR164-c0_g2_i1,0.809221,3,252,86,80,73,31,0,0.828641
TR165-c0_g1_i1,0.867057,12,2691,1577,1570,1554,869,13,0.612449
TR165-c0_g2_i1,0.863571,25,2692,1467,1436,1323,786,13,0.395654
TR165-c1_g1_i1,0.853908,1,349,27,24,23,16,0,0.876583
TR166-c0_g1_i1,0.846929,201,608,10695,10364,9170,5594,0,0.803996
TR167-c0_g1_i1,1,0,235,0,0,0,0,235,0.997424
TR167-c0_g1_i2,0.714286,3,235,3,3,3,0,10,0.802571
TR167-c0_g1_i3,0.757143,0,241,0,0,0,0,117,0.996733
TR167-c0_g1_i4,0.285714,0,241,1,1,0,1,154,0.997424
TR168-c0_g1_i1,1,0,414,0,0,0,0,320,0.997424
TR168-c0_g2_i1,0.952381,2,413,3,2,2,0,94,0.994379
TR169-c0_g1_i1,0.807143,0,233,9,9,7,2,0,0.937936
TR170-c0_g1_i1,0.281831,7,225,23,7,2,0,58,0.397009
TR170-c0_g2_i1,0.442602,1,527,18,11,10,4,0,0.259629
TR171-c0_g1_i1,0.824845,2,294,12,11,9,5,12,0.259247
TR171-c0_g2_i1,0.831293,2,294,20,18,16,9,91,0.0678351
TR172-c0_g1_i1,0.964286,1,265,3,1,1,0,61,0.921228
TR172-c0_g1_i2,0.819048,1,266,5,3,1,0,7,0.942301
TR173-c0_g1_i1,0.780952,2,394,2,2,2,0,24,0.989575
TR173-c0_g1_i2,1,0,474,0,0,0,0,380,0.997424
TR173-c0_g1_i3,0.869173,4,473,4,4,4,0,54,0.967944
TR173-c0_g1_i4,0.878571,3,393,3,3,3,0,63,0.992919
TR174-c0_g1_i1,0.439683,2,437,20,11,11,4,10,0.250116
TR174-c0_g2_i1,0.918367,1,401,9,9,8,4,49,0.784332
TR174-c0_g2_i2,0.975714,5,401,12,11,11,4,59,0.454176
TR175-c0_g1_i1,0.886575,1,467,86,80,75,46,0,0.718746
TR176-c0_g1_i1,0.603681,5,389,59,52,47,21,1,0.425794
TR177-c0_g1_i1,0.643175,0,233,20,13,9,3,1,0.940368
TR178-c0_g1_i1,0.866891,0,572,37,35,35,19,10,0.893698
TR178-c0_g2_i1,0.857143,1,571,20,15,13,8,34,0.916085
TR179-c0_g1_i1,0.827513,0,227,15,14,11,5,12,0.813795
TR180-c0_g1_i1,0.871429,5,247,11,10,8,4,0,0.857392
TR180-c0_g2_i1,0.82449,2,246,3,3,3,0,47,0.941105
TR181-c0_g1_i1,0.874725,0,374,39,37,35,17,8,0.840286
TR181-c0_g2_i1,0.857143,1,572,48,47,42,18,0,0.713413
TR182-c0_g1_i1,0.459352,4,348,4,4,4,0,0,0.483972
TR182-c0_g1_i2,1,0,338,3,2,2,2,223,0.805653
TR183-c0_g1_i1,0.794118,7,305,20,17,13,5,26,0.874758
TR183-c0_g2_i1,0.785714,3,230,3,3,3,0,108,0.679398
TR184-c0_g1_i1,0.825974,3,286,4,3,3,0,1,0.936811
TR184-c0_g1_i2,0.831746,6,341,14,13,10,2,0,0.898209
TR185-c0_g1_i1,0.838814,0,338,24,23,23,12,13,0.902235
TR186-c0_g1_i1,0.879245,0,425,27,27,26,16,0,0.861126
TR187-c0_g1_i1,0.850464,3,708,283,274,250,131,0,0.571492
TR188-c0_g1_i1,0.922449,1,491,1,1,1,0,83,0.993278
TR188-c0_g2_i1,0.864706,3,690,16,16,15,5,36,0.742989
TR189-c0_g1_i1,0.807407,0,385,27,25,22,14,0,0.777874
TR190-c0_g1_i1,0.851948,0,253,6,5,5,1,77,0.96748
TR190-c0_g2_i1,0.831933,0,253,9,6,6,2,4,0.926834
TR191-c0_g1_i1,0.868399,6,823,681,681,670,369,0,0.252165
TR191-c0_g2_i1,0.856081,2,807,130,127,116,72,125,0.821698
TR192-c0_g1_i1,0.813187,5,362,8,7,7,0,37,0.936905
TR192-c0_g2_i1,0.819048,4,321,8,5,4,0,17,0.857987
TR193-c0_g1_i1,0.971429,1,427,1,1,1,0,84,0.996111
TR193-c0_g2_i1,0.877551,1,500,5,2,2,0,135,0.994468
TR194-c0_g1_i1,0.612808,0,634,16,13,7,7,293,0.768895
TR194-c0_g1_i2,0.399649,57,583,79,73,16,5,81,0.0776285
TR194-c0_g1_i3,0.352647,7,370,40,27,20,5,0,0.306993
TR195-c0_g1_i1,0.919643,0,351,26,23,22,12,0,0.803973
TR196-c0_g1_i1,0.425397,0,224,7,5,5,0,28,0.573426
TR197-c0_g1_i1,0.87205,1,353,12,12,10,5,0,0.859467
TR198-c0_g1_i1,1,0,274,2,2,2,2,125,0.926778
TR198-c0_g2_i1,0.470613,0,253,4,2,2,0,0,0.206824
TR199-c0_g1_i1,0.896703,4,337,6,6,6,1,0,0.631552
TR199-c0_g2_i1,0.963265,2,316,4,4,4,2,59,0.655635
TR200-c0_g1_i1,0.6,1,900,82,71,63,44,0,0.85011
TR201-c0_g1_i1,0.933333,0,303,4,4,4,3,0,0.967806
TR202-c0_g1_i1,0.895798,2,551,7,7,7,3,76,0.986494
TR202-c0_g2_i1,0.882286,9,394,9,9,9,0,0,0.880456
TR203-c0_g1_i1,0.871137,2,289,26,25,23,13,0,0.540428
TR204-c0_g1_i1,0.855639,1,298,8,8,8,1,103,0.619017
TR204-c0_g2_i1,0.551152,3,250,15,3,3,0,10,0.832701
TR204-c0_g3_i1,0.69011,2,272,8,6,5,0,64,0.894206
