name,p_seq_true,bridges,length,fragments_mapped,both_mapped,properpair,good,bases_uncovered,p_not_segmented
TR20-c0_g2_i1,0.888095,0,375,11,9,8,5,30,0.934692
TR21-c0_g1_i1,0.824339,3,433,10,10,9,2,33,0.797578
TR21-c0_g1_i2,0.812698,3,433,14,9,9,3,11,0.945898
TR22-c0_g1_i1,0.915646,0,310,21,19,19,13,11,0.868837
TR23-c0_g1_i1,0.802447,5,348,875,777,632,318,0,0.801792
TR24-c0_g1_i1,0.861954,7,535,153,148,144,59,15,0.569907
TR24-c0_g2_i1,0.860769,17,536,348,328,303,132,3,0.56713
TR25-c0_g1_i1,0.783516,0,321,27,23,21,7,8,0.808721
TR26-c0_g1_i1,0.759524,2,387,8,6,4,2,0,0.406956
TR26-c0_g2_i1,0.781633,2,387,5,4,3,0,80,0.122843
TR27-c0_g1_i1,0.862534,3,859,71,70,67,34,0,0.967001
TR27-c0_g2_i1,0.848699,0,897,120,114,109,62,2,0.955718
TR28-c0_g1_i1,0.776786,0,262,5,3,3,2,29,0.145741
TR28-c0_g2_i1,0.882143,1,262,6,6,2,2,52,0.231121
TR29-c0_g1_i1,0.817479,1,1292,134,123,108,58,0,0.601864
TR29-c0_g2_i1,0.87619,1,403,1,1,1,0,138,0.997424
TR29-c0_g3_i1,0.85102,6,402,14,10,8,0,7,0.891316
TR30-c0_g1_i1,0.878627,0,812,350,345,340,204,22,0.569653
TR30-c0_g2_i1,0.871102,7,811,438,425,387,233,1,0.378679
TR31-c0_g1_i1,0.259964,85,273,131,86,2,0,0,0.0823145
TR31-c0_g2_i1,0.822857,1,291,2,1,1,0,163,0.984911
TR31-c0_g3_i1,0.852632,0,291,11,8,7,5,1,0.776487
TR32-c0_g1_i1,0.83998,8,420,581,523,441,257,5,0.168902
TR32-c0_g2_i1,0.85924,3,1044,794,703,590,334,13,0.167027
TR33-c0_g1_i1,0.39064,3,239,28,13,6,3,2,0.051049
TR34-c0_g1_i1,0.85,3,316,28,27,18,14,0,0.734247
TR35-c0_g1_i1,0.840756,1,283,37,31,24,16,14,0.581574
TR35-c0_g2_i1,0.836975,7,282,10,10,8,2,13,0.853151
TR35-c0_g3_i1,0.866165,17,271,30,21,18,0,12,0.647453
TR36-c0_g1_i1,0.852381,2,512,10,9,8,2,59,0.58081
TR36-c0_g1_i2,0.893789,9,513,24,24,23,8,26,0.84022
TR37-c0_g1_i1,0.842409,17,563,494,479,454,237,0,0.362423
TR37-c0_g2_i1,0.84955,33,563,1109,1060,962,476,0,0.555753
TR38-c0_g1_i1,0.861538,2,586,18,16,14,7,0,0.874007
TR38-c0_g2_i1,0.864286,2,349,2,2,2,0,181,0.977467
TR39-c0_g1_i1,0.892063,0,382,19,16,14,11,5,0.631545
TR40-c0_g1_i1,0.812399,3,454,18,16,13,5,3,0.305043
TR40-c0_g2_i1,0.772571,3,422,12,8,8,3,66,0.838692
TR41-c0_g1_i1,0.801905,0,225,8,6,6,3,16,0.934579
TR42-c0_g1_i1,0.879762,6,360,6,6,6,0,59,0.979772
TR42-c0_g2_i1,0.784874,2,401,6,5,3,1,29,0.968325
TR43-c0_g1_i1,0.848924,7,505,20,18,17,8,20,0.866833
TR43-c0_g2_i1,0.884082,2,505,16,12,10,4,58,0.538658
TR44-c0_g1_i1,0.78217,0,444,205,178,150,68,0,0.681068
TR45-c0_g1_i1,0.858201,10,344,10,10,10,0,60,0.84225
TR45-c0_g1_i2,0.839776,7,345,16,13,11,1,12,0.576317
TR45-c0_g2_i1,0.872689,1,456,33,30,27,19,17,0.266112
TR46-c0_g1_i1,0.881063,0,292,20,19,18,11,0,0.494478
TR46-c0_g2_i1,0.759664,0,227,19,16,13,4,6,0.711959
TR47-c0_g1_i1,0.772421,0,410,74,72,60,20,0,0.899722
TR48-c0_g1_i1,0.753639,0,417,76,71,63,27,5,0.944412
TR49-c0_g1_i1,0.790476,9,248,43,42,40,7,1,0.600842
TR49-c0_g2_i1,0.783109,8,274,70,67,60,22,6,0.680053
TR50-c0_g1_i1,1,0,403,0,0,0,0,182,0.994785
TR50-c0_g2_i1,0.852995,12,403,20,16,12,0,35,0.845812
TR51-c0_g1_i1,0.828822,2,1279,180,173,145,79,16,0.955938
TR52-c0_g1_i1,0.838183,0,1447,165,156,137,72,0,0.878598
TR53-c0_g1_i1,0.871489,2,1026,210,209,206,122,3,0.858199
TR53-c0_g2_i1,0.813566,1,1027,69,65,58,27,46,0.73363
TR54-c0_g1_i1,0.856909,1,709,174,152,148,87,1,0.944816
TR54-c0_g1_i2,0.861913,8,709,598,565,524,305,1,0.833981
TR54-c0_g2_i1,0.849858,138,451,200,185,153,25,12,0.312902
TR54-c0_g3_i1,0.865513,120,452,170,154,130,12,32,0.586902
TR55-c0_g1_i1,0.872504,0,1005,142,138,125,74,0,0.949952
TR56-c0_g1_i1,0.751429,0,244,12,9,7,4,9,0.959058
TR56-c0_g2_i1,0.857143,6,634,16,15,15,4,24,0.926937
TR56-c0_g2_i2,0.886621,14,504,19,18,18,3,15,0.879019
TR56-c0_g2_i3,1,1,503,1,1,1,0,312,0.997424
TR56-c0_g2_i4,0.785714,0,635,1,1,1,0,527,0.997025
TR57-c0_g1_i1,0.833498,1,282,27,24,23,11,0,0.87662
TR57-c0_g2_i1,0.85808,4,689,57,57,51,31,35,0.298404
TR57-c0_g3_i1,0.869697,0,722,32,30,28,19,56,0.946562
TR58-c0_g1_i1,0.84898,0,243,0,0,0,0,15,0.986142
TR58-c0_g2_i1,0.788571,0,286,5,4,3,2,73,0.986196
TR59-c0_g1_i1,0.817972,1,1033,52,51,50,27,46,0.550114
TR59-c0_g2_i1,0.820106,0,1033,91,84,81,32,24,0.820429
TR60-c0_g1_i1,0.855749,1,1136,66,60,51,29,11,0.954299
TR61-c0_g1_i1,0.851687,9,709,711,684,650,381,0,0.150979
TR61-c0_g2_i1,0.860656,5,328,371,353,302,178,8,0.19301
TR61-c0_g3_i1,0.804342,1,709,97,87,78,43,5,0.0950187
TR62-c0_g1_i1,0.880707,0,370,48,47,43,27,6,0.839613
TR62-c0_g2_i1,0.838961,0,369,3,1,1,0,27,0.991082
TR62-c0_g3_i1,0.832432,8,353,10,9,7,0,7,0.650194
TR63-c0_g1_i1,0.902857,0,324,11,9,7,5,10,0.794845
TR63-c0_g2_i1,0.908711,0,510,21,20,18,14,50,0.966302
TR64-c0_g1_i1,0.873469,0,831,17,16,16,9,85,0.984132
TR64-c0_g2_i1,0.894992,2,1243,183,174,156,99,14,0.775625
TR65-c0_g1_i1,0.775369,3,372,13,11,8,4,8,0.93092
TR65-c0_g2_i1,0.882857,0,323,4,2,1,1,107,0.686634
TR66-c0_g1_i1,1,0,268,0,0,0,0,174,0.997424
TR66-c0_g2_i1,1,0,267,1,1,0,1,61,0.920639
TR66-c0_g3_i1,0.816398,9,1235,117,108,93,49,3,0.89103
TR67-c0_g1_i1,0.873469,0,401,42,42,39,20,8,0.891086
TR68-c0_g1_i1,0.875491,2,1197,159,155,142,94,12,0.40303
TR68-c0_g2_i1,0.840476,0,285,12,10,9,4,19,0.458375
TR68-c0_g3_i1,0.897959,0,328,6,6,6,6,55,0.611984
TR69-c0_g1_i1,0.873469,3,345,10,8,7,3,21,0.614815
TR69-c0_g2_i1,0.835294,4,345,8,8,5,1,48,0.891444
TR70-c0_g1_i1,0.810204,0,296,5,3,1,1,64,0.927317
TR70-c0_g2_i1,0.849421,6,297,17,14,14,5,0,0.363768
TR70-c0_g3_i1,0.885714,2,233,3,3,2,1,38,0.99268
TR71-c0_g1_i1,0.777778,0,294,10,7,6,2,12,0.793905
TR71-c0_g2_i1,0.803759,0,383,43,36,28,21,8,0.382773
TR72-c0_g1_i1,0.839286,1,568,4,4,3,3,370,0.996198
TR72-c0_g2_i1,0.817241,1,567,28,26,24,7,7,0.833593
TR73-c0_g1_i1,0.871429,0,256,6,5,3,2,24,0.597802
TR73-c0_g2_i1,0.830159,3,255,19,14,11,8,23,0.341411
TR74-c0_g1_i1,0.863696,3,964,461,458,451,265,16,0.437397
TR74-c0_g2_i1,0.855807,17,964,1477,1421,1310,753,8,0.613635
TR75-c0_g1_i1,0.844315,0,249,26,20,20,14,2,0.820677
TR76-c0_g1_i1,0.866122,0,454,19,16,15,9,0,0.788086
TR77-c0_g1_i1,0.814286,2,246,9,7,7,3,8,0.900188
TR77-c0_g2_i1,0.890683,4,247,11,10,9,4,43,0.897284
TR78-c0_g1_i1,0.784615,1,367,6,5,4,2,130,0.569625
TR78-c0_g2_i1,0.863047,3,583,134,123,115,66,10,0.495011
TR79-c0_g1_i1,0.832298,1,344,48,44,39,14,15,0.62426
TR80-c0_g1_i1,0.901299,2,511,9,9,9,2,53,0.971019
TR80-c0_g2_i1,0.971429,0,512,3,2,2,2,162,0.99481
TR81-c0_g1_i1,0.843529,0,895,87,85,77,42,3,0.749965
TR82-c0_g1_i1,0.863287,0,824,50,48,41,25,19,0.752956
TR83-c0_g1_i1,0.887013,3,454,6,5,5,1,43,0.940767
TR83-c0_g2_i1,0.771002,14,455,17,15,14,1,10,0.889185
TR83-c0_g3_i1,0.902041,0,454,3,1,1,0,216,0.852271
TR84-c0_g1_i1,0.77619,0,234,13,9,9,4,11,0.699715
TR85-c0_g1_i1,0.817321,3,537,86,85,81,38,6,0.663195
TR85-c0_g2_i1,0.84,1,681,106,103,92,52,32,0.800602
TR86-c0_g1_i1,0.872381,3,531,24,22,20,10,3,0.885424
TR86-c0_g2_i1,0.845331,11,531,89,78,69,27,15,0.824865
TR87-c0_g1_i1,0.822857,0,626,17,17,17,8,14,0.898672
TR87-c0_g2_i1,0.882206,0,625,27,24,24,15,36,0.966125
TR88-c0_g1_i1,0.861429,3,253,8,7,6,3,16,0.495073
TR88-c0_g2_i1,0.882795,2,562,69,62,56,36,60,0.415802
TR88-c0_g3_i1,0.911387,1,233,39,30,27,18,2,0.607389
TR88-c0_g4_i1,0.855394,1,253,27,23,17,12,93,0.48162
TR88-c0_g5_i1,0.884932,11,230,17,11,10,0,5,0.693929
TR88-c0_g5_i2,0.8,0,230,0,0,0,0,93,0.996751
TR89-c0_g1_i1,0.874543,5,797,368,353,309,189,4,0.528174
TR89-c0_g2_i1,0.257143,0,297,0,0,0,0,216,0.997424
TR89-c0_g2_i2,0.804301,12,416,31,30,29,7,22,0.657264
TR89-c0_g2_i3,0.832952,68,264,71,68,62,0,15,0.446206
TR89-c0_g2_i4,0.732731,12,449,37,28,19,9,10,0.543836
TR90-c0_g1_i1,0.816,1,1124,100,92,86,48,17,0.886151
TR90-c0_g2_i1,0.836755,13,1258,1192,1127,1013,548,12,0.882696
TR91-c0_g1_i1,0.908772,0,406,31,27,26,16,0,0.884883
TR92-c0_g1_i1,0.88254,3,335,4,4,3,0,74,0.924304
TR92-c0_g2_i1,0.860362,19,335,19,19,19,0,12,0.934356
TR92-c0_g3_i1,0.913333,3,335,15,11,7,2,77,0.772947
TR93-c0_g1_i1,0.913364,0,551,13,13,13,11,98,0.964724
TR93-c0_g2_i1,0.938095,0,388,7,6,5,3,32,0.916926
TR94-c0_g1_i1,0.701045,0,261,22,18,12,5,1,0.821024
TR95-c0_g1_i1,0.86,0,237,3,2,2,1,0,0.832805
TR95-c0_g2_i1,0.828571,1,237,7,6,6,3,22,0.176792
TR96-c0_g1_i1,1,0,320,0,0,0,0,320,0.997424
TR96-c0_g2_i1,0.798797,19,435,39,36,28,5,0,0.868423
TR97-c0_g1_i1,0.870807,14,478,15,14,14,0,28,0.845755
TR97-c0_g2_i1,0.883117,6,478,7,6,5,0,73,0.979175
TR98-c0_g1_i1,0.859291,0,517,64,58,53,31,5,0.903342
TR99-c0_g1_i1,0.894664,0,824,37,37,37,22,53,0.919933
TR99-c0_g2_i1,0.909462,0,830,39,38,36,20,119,0.771106
TR100-c0_g1_i1,0.720635,0,296,0,0,0,0,49,0.979876
TR100-c0_g2_i1,0.796429,17,270,66,51,44,15,1,0.394855
TR101-c0_g1_i1,0.891071,2,238,5,4,3,2,36,0.132456
TR101-c0_g2_i1,0.837143,1,237,4,4,2,1,74,0.0957067
TR102-c0_g1_i1,0.80414,4,649,470,377,304,151,5,0.0471278
TR103-c0_g1_i1,0.885714,0,321,0,0,0,0,81,0.996365
TR103-c0_g2_i1,1,1,322,2,1,1,0,68,0.988513
TR104-c0_g1_i1,0.875132,0,575,42,40,37,23,0,0.888218
TR105-c0_g1_i1,0.782516,15,472,19,18,17,1,2,0.854632
TR105-c0_g2_i1,0.812698,3,472,9,8,5,2,64,0.855642
TR106-c0_g1_i1,0.757983,7,346,8,7,6,0,43,0.967222
TR106-c0_g2_i1,0.693878,4,345,6,5,3,1,52,0.976868
TR107-c0_g1_i1,0.839796,0,457,56,52,47,27,17,0.860597
TR108-c0_g1_i1,0.893878,5,409,10,9,7,1,108,0.574712
TR108-c0_g2_i1,0.868132,3,410,6,6,6,1,88,0.984013
TR109-c0_g1_i1,0.851429,0,753,29,29,29,19,105,0.967028
TR109-c0_g2_i1,0.811905,0,666,27,27,27,14,17,0.942246
TR110-c0_g1_i1,0.867669,1,304,16,15,12,5,10,0.86968
TR110-c0_g2_i1,0.938776,2,334,3,3,3,0,60,0.990425
TR110-c0_g3_i1,0.838916,6,254,29,23,19,12,0,0.846126
TR111-c0_g1_i1,0.864778,8,638,50,47,45,25,10,0.884302
TR111-c0_g2_i1,1,0,526,0,0,0,0,432,0.997424
TR112-c0_g1_i1,0.829762,0,328,38,33,29,16,15,0.845129
TR113-c0_g1_i1,0.855018,1,414,63,57,54,23,5,0.866193
TR114-c0_g1_i1,0.925714,0,295,3,2,2,0,66,0.992396
TR114-c0_g2_i1,0.849524,0,565,31,28,25,16,38,0.682336
TR115-c0_g1_i1,0.830029,0,485,51,47,43,23,0,0.65805
TR116-c0_g1_i1,0.792571,4,484,15,15,14,5,29,0.685757
TR116-c0_g2_i1,0.820849,18,483,34,31,27,8,11,0.47083
TR117-c0_g1_i1,0.840235,6,1349,249,245,233,133,4,0.922939
TR117-c0_g2_i1,1,0,1072,0,0,0,0,1072,0.997424
TR118-c0_g1_i1,0.843314,1,758,107,93,90,49,45,0.330864
TR118-c0_g2_i1,0.819382,2,716,86,78,73,38,10,0.467322
TR119-c0_g1_i1,0.865235,1,1524,174,170,159,90,21,0.840386
TR119-c0_g2_i1,0.922449,1,272,4,4,4,2,68,0.995048
TR120-c0_g1_i1,0.846247,1,824,153,151,150,89,16,0.580488
TR120-c0_g2_i1,0.850425,0,931,157,154,152,90,24,0.792978
TR120-c0_g3_i1,0.857555,3,824,615,610,605,360,7,0.64929
TR120-c0_g4_i1,0.834014,1,931,82,79,69,38,51,0.493662
TR121-c0_g1_i1,0.886122,6,291,73,71,60,36,0,0.835155
TR122-c0_g1_i1,0.835294,6,450,11,10,10,3,37,0.837659
TR122-c0_g2_i1,0.820485,13,426,26,21,15,2,0,0.868308
TR123-c0_g1_i1,0.864057,2,1496,2282,2230,2005,1207,3,0.568885
TR124-c0_g1_i1,0.881419,0,948,77,75,68,44,1,0.773601
TR124-c0_g1_i2,0.828571,0,299,8,7,6,1,95,0.0957023
TR124-c0_g2_i1,0.805714,3,414,4,4,4,0,11,0.954041
TR124-c0_g3_i1,0.798063,6,414,24,19,13,6,0,0.898901
TR125-c0_g1_i1,0.88418,1,368,69,67,64,38,17,0.652379
TR125-c0_g2_i1,0.868229,1,623,266,239,211,126,4,0.616635
TR125-c0_g3_i1,0.870899,0,367,13,13,11,8,55,0.71872
TR126-c0_g1_i1,0.846189,61,1365,844,825,764,404,7,0.739117
TR126-c0_g1_i2,0.747416,41,335,68,63,43,5,12,0.726618
TR127-c0_g1_i1,0.822711,5,507,14,13,12,4,3,0.911326
TR127-c0_g2_i1,0.814286,1,389,1,1,1,0,152,0.426261
TR128-c0_g1_i1,0.895238,5,468,5,5,5,0,9,0.938049
TR128-c0_g2_i1,0.914286,2,467,3,2,2,0,193,0.996561
TR129-c0_g1_i1,0.828571,0,780,3,3,3,1,523,0.990913
TR129-c0_g1_i2,0.832826,18,780,985,944,839,451,3,0.451779
TR130-c0_g1_i1,0.865357,1,625,37,36,32,17,2,0.902854
TR130-c0_g2_i1,0.869388,1,296,4,3,3,0,65,0.984611
TR130-c0_g3_i1,0.854396,2,295,25,24,22,12,14,0.783307
TR131-c0_g1_i1,0.862687,102,267,128,107,102,0,0,0.576813
TR131-c0_g2_i1,0.812245,17,267,30,23,16,0,11,0.493494
TR131-c0_g3_i1,0.846318,82,274,115,108,102,7,5,0.461536
TR131-c0_g4_i1,0.844172,65,359,216,187,157,40,0,0.269484
TR132-c0_g1_i1,0.868919,1,910,155,146,132,78,34,0.203167
TR133-c0_g1_i1,0.854545,0,414,18,17,17,7,2,0.847324
TR133-c0_g2_i1,0.778571,0,944,4,4,4,1,593,0.996502
TR133-c0_g2_i2,0.855678,2,943,128,125,120,64,5,0.939777
TR133-c0_g3_i1,0.831565,0,415,107,100,93,39,0,0.73261
TR134-c0_g1_i1,1,2,255,3,3,3,1,81,0.671111
TR134-c0_g1_i2,0.850794,2,243,8,6,6,3,29,0.945662
TR134-c0_g2_i1,0.859048,0,242,7,6,6,2,19,0.912757
TR135-c0_g1_i1,0.871887,1,786,175,171,150,104,0,0.544131
TR136-c0_g1_i1,0.749206,1,247,3,2,2,0,4,0.925712
TR136-c0_g2_i1,0.811429,3,234,5,4,4,1,2,0.914283
TR137-c0_g1_i1,0.858489,2,1013,228,220,205,111,1,0.399266
TR137-c0_g2_i1,0.841558,0,293,4,4,4,3,149,0.123659
TR137-c0_g3_i1,0.837851,4,1013,56,55,48,23,50,0.859778
TR137-c0_g4_i1,0.834646,33,246,40,38,28,0,3,0.774722
TR138-c0_g1_i1,0.863492,1,355,2,2,2,0,27,0.992254
TR138-c0_g2_i1,0.822449,3,511,12,11,10,5,53,0.924874
TR139-c0_g1_i1,0.908766,0,550,91,87,81,49,9,0.846406
TR140-c0_g1_i1,0.749624,1,498,22,18,14,6,0,0.810502
TR141-c0_g1_i1,0.650649,3,275,12,9,6,1,2,0.681746
TR141-c0_g2_i1,0.942857,0,229,1,0,0,0,132,0.997424
TR142-c0_g1_i1,0.863798,0,1342,126,122,111,71,21,0.825653
TR143-c0_g1_i1,0.837795,0,634,59,55,54,29,14,0.927822
TR143-c0_g2_i1,0.88167,0,810,110,102,95,57,3,0.798383
TR143-c0_g3_i1,0.878261,0,634,11,11,10,7,159,0.96295
TR144-c0_g1_i1,0.852857,2,319,5,4,4,0,12,0.925691
TR144-c0_g1_i2,0.75,0,320,4,3,2,0,62,0.694705
TR145-c0_g1_i1,0.880872,5,292,28,25,24,8,8,0.0557609
TR145-c0_g2_i1,0.881633,0,292,0,0,0,0,127,0.989902
TR145-c0_g3_i1,0.914935,3,298,18,16,13,7,15,0.0626865
TR146-c0_g1_i1,0.89418,0,273,14,10,10,6,1,0.887402
TR146-c0_g2_i1,0.764286,0,627,7,7,7,4,120,0.98473
TR146-c0_g3_i1,0.853689,1,584,44,42,39,20,5,0.803037
TR147-c0_g1_i1,0.881773,0,384,13,13,13,10,38,0.902961
TR147-c0_g2_i1,0.878248,0,1109,100,93,90,54,7,0.930397
TR147-c0_g3_i1,0.842857,0,340,28,25,23,12,0,0.817731
TR148-c0_g1_i1,0.866202,1,372,24,18,16,11,12,0.945594
TR149-c0_g1_i1,0.833465,19,605,68,67,62,33,5,0.706053
TR149-c0_g2_i1,1,0,432,0,0,0,0,432,0.997424
TR150-c0_g1_i1,0.844604,2,864,60,60,58,41,0,0.952806
TR150-c0_g2_i1,0.980952,0,865,6,6,6,5,460,0.996363
TR151-c0_g1_i1,0.843843,1,758,1071,1041,922,528,12,0.768999
TR152-c0_g1_i1,0.865664,0,720,60,58,49,31,22,0.930862
TR153-c0_g1_i1,0.752101,0,274,16,15,13,4,20,0.585039
TR154-c0_g1_i1,0.862703,0,421,93,88,78,44,7,0.8577
TR155-c0_g1_i1,0.87226,0,679,94,88,83,50,18,0.658586
TR156-c0_g1_i1,0.956044,3,262,3,3,3,0,13,0.918366
TR156-c0_g2_i1,1,0,302,1,0,0,0,208,0.997424
TR157-c0_g1_i1,0.874286,6,368,14,10,10,2,16,0.841677
TR157-c0_g1_i2,0.80553,5,368,16,14,13,3,18,0.86113
TR158-c0_g1_i1,0.892063,0,814,24,24,24,18,9,0.969231
TR158-c0_g2_i1,0.834667,0,922,39,37,32,15,14,0.953841
TR159-c0_g1_i1,0.808381,0,425,39,35,31,15,22,0.872903
TR160-c0_g1_i1,0.85077,7,1387,564,548,525,313,19,0.885747
TR160-c0_g2_i1,0.857817,22,1387,1361,1326,1208,711,1,0.778158
TR161-c0_g1_i1,0.878495,0,933,175,171,166,104,2,0.794694
TR161-c0_g2_i1,0.886168,1,708,29,28,27,21,15,0.947342
TR162-c0_g1_i1,0.881227,0,893,87,87,84,53,8,0.758863
TR162-c0_g2_i1,0.838857,0,256,13,10,10,4,6,0.804189
TR162-c0_g3_i1,0.861008,1,893,85,81,73,39,7,0.785488
TR163-c0_g1_i1,0.873626,3,329,12,12,11,3,7,0.763665
TR163-c0_g2_i1,0.869597,1,269,19,16,15,9,0,0.868119
TR163-c0_g3_i1,0.784874,0,284,8,5,4,3,28,0.424295
TR164-c0_g1_i1,0.852394,4,2148,539,526,495,261,11,0.682271
TR164-c0_g2_i1,0.542857,0,1580,1,1,1,0,1390,0.99479
TR165-c0_g1_i1,0.829175,1,674,143,133,118,70,0,0.784447
TR166-c0_g1_i1,0.835085,7,1182,1582,1517,1324,761,0,0.938
TR167-c0_g1_i1,1,0,363,0,0,0,0,363,0.997424
TR167-c0_g2_i1,0.887143,4,471,7,6,5,1,0,0.906387
TR167-c0_g3_i1,0.988571,0,745,2,2,2,2,526,0.996915
TR168-c0_g1_i1,0.837755,0,245,16,11,11,5,1,0.923115
TR169-c0_g1_i1,0.846857,2,843,302,289,284,163,32,0.673799
TR169-c0_g1_i2,0.830271,10,843,544,535,508,272,10,0.835591
TR169-c0_g2_i1,0.831422,1,875,426,405,379,199,0,0.885676
TR169-c0_g2_i2,0.822933,8,876,483,448,388,220,12,0.882083
TR170-c0_g1_i1,0.859211,3,1050,96,95,92,60,12,0.928268
TR170-c0_g2_i1,0.826682,2,1050,60,59,46,28,39,0.930312
TR171-c0_g1_i1,0.851421,0,463,394,366,320,187,14,0.689874
TR172-c0_g1_i1,0.861399,16,3758,4937,4606,4123,2449,1,0.972097
TR173-c0_g1_i1,0.725794,0,321,38,32,26,11,4,0.321336
TR174-c0_g1_i1,0.852284,0,574,153,148,124,68,5,0.733737
TR175-c0_g1_i1,0.87594,0,1042,16,15,15,12,211,0.985327
TR175-c0_g2_i1,0.857937,1,1353,111,108,99,51,0,0.951418
TR176-c0_g1_i1,0.813436,22,574,534,517,484,233,0,0.472125
TR176-c0_g1_i2,0.83599,23,620,420,415,402,212,3,0.71614
TR176-c0_g1_i3,0.815007,6,573,189,181,167,79,0,0.775045
TR176-c1_g1_i1,0.864085,2,912,221,220,217,138,21,0.734754
TR176-c1_g2_i1,0.854986,18,912,1518,1476,1354,767,5,0.824084
TR177-c0_g1_i1,0.845897,1,425,289,278,251,124,0,0.771514
TR178-c0_g1_i1,0.829302,24,726,6091,5745,4936,2629,0,0.627948
TR179-c0_g1_i1,0.810891,200,398,715,326,314,67,0,0.0520237
TR179-c0_g2_i1,0.824442,1278,391,1414,1289,1224,0,0,0.302327
TR179-c0_g3_i1,0.783459,2,391,24,2,2,0,221,0.117597
TR180-c0_g1_i1,0.807227,43,494,5472,5198,4405,2189,0,0.707849
TR181-c0_g1_i1,0.836406,0,404,32,30,25,13,1,0.791271
TR182-c0_g1_i1,0.827473,0,224,27,25,25,8,0,0.875114
TR183-c0_g1_i1,0.858776,9,518,15,13,12,0,17,0.93887
TR183-c0_g2_i1,0.810526,4,459,7,5,4,0,0,0.936566
TR184-c0_g1_i1,0.602381,13,435,41,15,13,0,6,0.231767
TR184-c0_g2_i1,0.874603,5,563,17,15,13,6,33,0.799318
TR185-c0_g1_i1,0.848511,95,463,119,109,98,4,18,0.515996
TR185-c0_g2_i1,0.834393,229,462,332,313,245,22,10,0.479108
TR186-c0_g1_i1,0.767532,4,360,7,5,4,0,14,0.93977
TR186-c0_g1_i2,0.771429,3,361,10,7,4,1,13,0.971675
TR186-c0_g2_i1,0.856864,0,730,110,96,87,47,0,0.510952
TR187-c0_g1_i1,0.844971,0,1420,113,108,97,48,12,0.955828
TR188-c0_g1_i1,0.892063,0,644,16,16,16,8,59,0.808637
TR188-c0_g1_i2,0.880451,0,644,18,17,17,9,71,0.604917
TR188-c0_g2_i1,0.81203,0,531,19,17,17,9,43,0.839862
TR189-c0_g1_i1,0.815385,1,280,7,7,6,3,150,0.9122
TR189-c0_g2_i1,0.870732,0,1157,126,121,113,62,29,0.780114
TR189-c0_g3_i1,0.85916,4,279,46,42,34,19,8,0.64343
TR190-c0_g1_i1,0.810528,1,617,1453,1337,1153,613,3,0.804949
